Supplier_Name,Supplier_CIN,Supplier_GSTIN,Supplier_Address,Supplier_State,Buyer_Name,Buyer_CIN,Buyer_GSTIN,Buyer_Address,Buyer_State,Invoice_Number,Invoice_Date,HSN_Code,Item_Description,Quantity,Unit,Rate_per_Unit,Total_Amount_ex_GST,CGST,SGST_UTGST,IGST,Taxable_Value,Total_Invoice_Value_with_GST,Payment_Type,ITC_Claimed,Transaction_ID,Payment_Flow,Amount,Date,Fraud_Label,Suspicious_Pattern_Flags,supplier_cin,buyer_cin,amount_num,itc_num,cgst,sgst,igst,gst_total,is_suspicious_flag,source,target,Payment_Type_enc,HSN_Code_enc,taxable_value
Company_1214,CIN001214,GST001214,"310, Karnataka",Gujarat,Company_323,CIN000323,GST000323,"39, Uttar Pradesh",Uttar Pradesh,INV00002355,2023-06-02,8471,Laptop,12,pcs,9065,69884,6289,6289,0,69884,78544,UPI,0,TXN00002355,CIN001214->CIN000323,78544,2023-08-26,0,,CIN001214,CIN000323,78544,0,6289,6289,0,12578,False,1379,1519,4,1,0
Company_1588,CIN001588,GST001588,"515, Karnataka",Karnataka,Company_532,CIN000532,GST000532,"256, Karnataka",Delhi,INV00002356,2023-03-22,8523,Software License,6,ltr,9339,58023,5222,5222,0,58023,61283,Cheque,1,TXN00002356,CIN001588->CIN000532,61283,2023-04-09,0,,CIN001588,CIN000532,61283,1,5222,5222,0,10444,False,728,106,1,3,0
Company_1543,CIN001543,GST001543,"855, West Bengal",Gujarat,Company_499,CIN000499,GST000499,"926, West Bengal",West Bengal,INV00002357,2023-02-18,1101,Raw Material,3,box,2552,1399236,125931,125931,0,1399236,1551188,Cash,1,TXN00002357,CIN001543->CIN000499,1551188,2023-09-27,1,Dummy Buyer,CIN001543,CIN000499,1551188,1,125931,125931,0,251862,True,1380,228,0,0,0
Company_269,CIN000269,GST000269,"529, West Bengal",West Bengal,Company_893,CIN000893,GST000893,"474, Karnataka",Maharashtra,INV00002358,2023-02-05,8471,Laptop,13,kg,8863,60130,5411,5411,12344,60130,68582,Cash,1,TXN00002358,CIN000269->CIN000893,68582,2023-07-07,0,,CIN000269,CIN000893,68582,1,5411,5411,12344,23166,False,865,97,0,1,0
Company_1931,CIN001931,GST001931,"237, Tamil Nadu",Uttar Pradesh,Company_206,CIN000206,GST000206,"118, Tamil Nadu",Maharashtra,INV00002359,2023-10-19,8517,Mobile,138,box,4943,1715976,154437,154437,0,1715976,1826994,RTGS,1,TXN00002359,CIN001931->CIN000206,1826994,2023-04-05,1,Round Tripping,CIN001931,CIN000206,1826994,1,154437,154437,0,308874,True,1052,718,3,2,0
Company_269,CIN000269,GST000269,"529, West Bengal",West Bengal,Company_1615,CIN001615,GST001615,"342, Tamil Nadu",Uttar Pradesh,INV00002360,2023-05-30,1101,Raw Material,10,ltr,4490,27951,2515,2515,5241,27951,29118,UPI,0,TXN00002360,CIN000269->CIN001615,29118,2023-05-30,0,,CIN000269,CIN001615,29118,0,2515,2515,5241,10271,False,865,466,4,0,0
Company_668,CIN000668,GST000668,"280, Gujarat",Karnataka,Company_1922,CIN001922,GST001922,"672, Uttar Pradesh",Uttar Pradesh,INV00002361,2023-05-30,8523,Software License,2,box,8293,814671,73320,73320,0,814671,896638,UPI,1,TXN00002361,CIN000668->CIN001922,896638,2023-08-01,1,Round Tripping,CIN000668,CIN001922,896638,1,73320,73320,0,146640,True,1381,570,4,3,0
Company_1584,CIN001584,GST001584,"579, Delhi",Delhi,Company_904,CIN000904,GST000904,"610, Maharashtra",West Bengal,INV00002362,2023-08-10,8523,Software License,10,pcs,2586,50659,4559,4559,10444,50659,58026,UPI,0,TXN00002362,CIN001584->CIN000904,58026,2023-07-14,0,,CIN001584,CIN000904,58026,0,4559,4559,10444,19562,False,88,229,4,3,0
Company_1134,CIN001134,GST001134,"36, Gujarat",Uttar Pradesh,Company_1867,CIN001867,GST001867,"164, Gujarat",Delhi,INV00002363,2023-02-22,1101,Raw Material,13,kg,2821,90968,8187,8187,0,90968,94818,NEFT,1,TXN00002363,CIN001134->CIN001867,94818,2023-04-20,0,,CIN001134,CIN001867,94818,1,8187,8187,0,16374,False,1382,461,2,0,0
Company_711,CIN000711,GST000711,"998, Uttar Pradesh",Karnataka,Company_450,CIN000450,GST000450,"917, Uttar Pradesh",Delhi,INV00002364,2023-06-23,8523,Software License,14,box,9519,80360,7232,7232,0,80360,92569,Cash,1,TXN00002364,CIN000711->CIN000450,92569,2023-04-18,0,,CIN000711,CIN000450,92569,1,7232,7232,0,14464,False,77,1784,0,3,0
Company_1495,CIN001495,GST001495,"377, Karnataka",Delhi,Company_11,CIN000011,GST000011,"965, Delhi",Maharashtra,INV00002365,2023-07-05,8471,Laptop,5,pcs,3232,82445,7420,7420,0,82445,87583,RTGS,1,TXN00002365,CIN001495->CIN000011,87583,2023-08-03,0,,CIN001495,CIN000011,87583,1,7420,7420,0,14840,False,1019,313,3,1,0
Company_462,CIN000462,GST000462,"506, Uttar Pradesh",Maharashtra,Company_1868,CIN001868,GST001868,"280, Maharashtra",Uttar Pradesh,INV00002366,2023-10-09,8517,Mobile,14,box,5556,78451,7060,7060,0,78451,91507,UPI,1,TXN00002366,CIN000462->CIN001868,91507,2023-08-12,0,,CIN000462,CIN001868,91507,1,7060,7060,0,14120,False,76,638,4,2,0
Company_1586,CIN001586,GST001586,"10, Tamil Nadu",Karnataka,Company_774,CIN000774,GST000774,"495, Maharashtra",Karnataka,INV00002367,2023-08-14,1101,Raw Material,12,kg,2118,1698,152,152,0,1698,1744,NEFT,1,TXN00002367,CIN001586->CIN000774,1744,2023-01-16,0,,CIN001586,CIN000774,1744,1,152,152,0,304,False,1191,616,2,0,0
Company_698,CIN000698,GST000698,"366, West Bengal",Gujarat,Company_160,CIN000160,GST000160,"4, Karnataka",West Bengal,INV00002368,2023-11-22,9403,Furniture,4,ltr,5258,29292,2636,2636,0,29292,31469,UPI,1,TXN00002368,CIN000698->CIN000160,31469,2023-04-15,0,,CIN000698,CIN000160,31469,1,2636,2636,0,5272,False,9,145,4,4,0
Company_302,CIN000302,GST000302,"356, Uttar Pradesh",Delhi,Company_867,CIN000867,GST000867,"122, West Bengal",West Bengal,INV00002369,2023-03-12,9403,Furniture,175,box,832,650537,58548,58548,0,650537,754317,Cash,1,TXN00002369,CIN000302->CIN000867,754317,2023-02-10,1,Round Tripping,CIN000302,CIN000867,754317,1,58548,58548,0,117096,True,1383,1306,0,4,0
Company_416,CIN000416,GST000416,"404, Delhi",Maharashtra,Company_650,CIN000650,GST000650,"994, Maharashtra",Tamil Nadu,INV00002370,2023-10-11,8523,Software License,14,box,9055,53737,4836,4836,0,53737,62440,Cheque,1,TXN00002370,CIN000416->CIN000650,62440,2023-01-02,0,,CIN000416,CIN000650,62440,1,4836,4836,0,9672,False,10,1436,1,3,0
Company_1466,CIN001466,GST001466,"638, Delhi",Uttar Pradesh,Company_810,CIN000810,GST000810,"721, Uttar Pradesh",Delhi,INV00002371,2023-09-11,8471,Laptop,142,pcs,2335,982798,88451,88451,0,982798,1077308,RTGS,1,TXN00002371,CIN001466->CIN000810,1077308,2023-04-06,1,Round Tripping,CIN001466,CIN000810,1077308,1,88451,88451,0,176902,True,913,740,3,1,0
Company_1951,CIN001951,GST001951,"477, Tamil Nadu",Karnataka,Company_793,CIN000793,GST000793,"240, Tamil Nadu",West Bengal,INV00002372,2023-01-15,8471,Laptop,1,pcs,6880,41041,3693,3693,0,41041,46246,NEFT,0,TXN00002372,CIN001951->CIN000793,46246,2023-10-17,0,,CIN001951,CIN000793,46246,0,3693,3693,0,7386,False,927,344,2,1,0
Company_1007,CIN001007,GST001007,"159, Tamil Nadu",Gujarat,Company_470,CIN000470,GST000470,"767, Maharashtra",Maharashtra,INV00002373,2023-06-15,8523,Software License,10,box,683,54569,4911,4911,0,54569,56956,UPI,1,TXN00002373,CIN001007->CIN000470,56956,2023-06-23,0,,CIN001007,CIN000470,56956,1,4911,4911,0,9822,False,1384,1029,4,3,0
Company_1754,CIN001754,GST001754,"168, Gujarat",Delhi,Company_80,CIN000080,GST000080,"553, Maharashtra",Karnataka,INV00002374,2023-08-17,8523,Software License,12,pcs,3279,15407,1386,1386,3180,15407,17672,Cash,1,TXN00002374,CIN001754->CIN000080,17672,2023-11-17,0,,CIN001754,CIN000080,17672,1,1386,1386,3180,5952,False,1280,970,0,3,0
Company_1459,CIN001459,GST001459,"188, Delhi",Gujarat,Company_712,CIN000712,GST000712,"669, Tamil Nadu",Uttar Pradesh,INV00002375,2023-08-12,8471,Laptop,5,kg,8891,1458594,131273,131273,0,1458594,1682985,Cheque,1,TXN00002375,CIN001459->CIN000712,1682985,2023-05-07,1,High Amount,CIN001459,CIN000712,1682985,1,131273,131273,0,262546,True,1196,1795,1,1,0
Company_1125,CIN001125,GST001125,"516, Uttar Pradesh",West Bengal,Company_1167,CIN001167,GST001167,"654, Gujarat",Karnataka,INV00002376,2023-07-22,1101,Raw Material,64,ltr,8541,663916,59752,59752,136420,663916,757892,Cheque,1,TXN00002376,CIN001125->CIN001167,757892,2023-04-15,1,Fake Invoice,CIN001125,CIN001167,757892,1,59752,59752,136420,255924,True,177,398,1,0,0
Company_138,CIN000138,GST000138,"142, Uttar Pradesh",West Bengal,Company_1737,CIN001737,GST001737,"284, Gujarat",Uttar Pradesh,INV00002377,2023-05-07,1101,Raw Material,1,kg,2708,20593,1853,1853,0,20593,21058,NEFT,1,TXN00002377,CIN000138->CIN001737,21058,2023-04-29,0,,CIN000138,CIN001737,21058,1,1853,1853,0,3706,False,1311,400,2,0,0
Company_1872,CIN001872,GST001872,"865, West Bengal",Gujarat,Company_1106,CIN001106,GST001106,"506, Maharashtra",Gujarat,INV00002378,2023-01-09,8517,Mobile,100,box,1925,1226132,110351,110351,0,1226132,1264412,RTGS,1,TXN00002378,CIN001872->CIN001106,1264412,2023-09-28,1,Fake Invoice,CIN001872,CIN001106,1264412,1,110351,110351,0,220702,True,291,486,3,2,0
Company_682,CIN000682,GST000682,"837, West Bengal",Maharashtra,Company_1105,CIN001105,GST001105,"867, Gujarat",Gujarat,INV00002379,2023-10-01,8517,Mobile,11,box,146,85820,7723,7723,0,85820,97543,NEFT,1,TXN00002379,CIN000682->CIN001105,97543,2023-01-15,0,,CIN000682,CIN001105,97543,1,7723,7723,0,15446,False,1385,764,2,2,0
Company_567,CIN000567,GST000567,"489, Uttar Pradesh",West Bengal,Company_831,CIN000831,GST000831,"732, Delhi",Uttar Pradesh,INV00002380,2023-09-15,8517,Mobile,11,box,4731,1029749,92677,92677,0,1029749,1137114,UPI,1,TXN00002380,CIN000567->CIN000831,1137114,2023-04-16,1,Round Tripping,CIN000567,CIN000831,1137114,1,92677,92677,0,185354,True,452,816,4,2,0
Company_1762,CIN001762,GST001762,"42, Maharashtra",Tamil Nadu,Company_1101,CIN001101,GST001101,"610, Karnataka",Uttar Pradesh,INV00002381,2023-07-07,9403,Furniture,8,box,8780,64052,5764,5764,0,64052,74789,Cheque,0,TXN00002381,CIN001762->CIN001101,74789,2023-02-22,0,,CIN001762,CIN001101,74789,0,5764,5764,0,11528,False,186,1904,1,4,0
Company_1583,CIN001583,GST001583,"734, Gujarat",Tamil Nadu,Company_913,CIN000913,GST000913,"503, Gujarat",Uttar Pradesh,INV00002382,2023-09-01,8523,Software License,3,box,4946,68729,6185,6185,0,68729,78991,UPI,1,TXN00002382,CIN001583->CIN000913,78991,2023-08-04,0,,CIN001583,CIN000913,78991,1,6185,6185,0,12370,False,1386,309,4,3,0
Company_923,CIN000923,GST000923,"97, Maharashtra",Karnataka,Company_1560,CIN001560,GST001560,"77, Tamil Nadu",Karnataka,INV00002383,2023-09-23,8517,Mobile,4,ltr,1035,5582,502,502,0,5582,6009,RTGS,0,TXN00002383,CIN000923->CIN001560,6009,2023-08-16,0,,CIN000923,CIN001560,6009,0,502,502,0,1004,False,1319,834,3,2,0
Company_40,CIN000040,GST000040,"455, West Bengal",Tamil Nadu,Company_1649,CIN001649,GST001649,"35, Uttar Pradesh",Delhi,INV00002384,2023-03-19,8517,Mobile,12,kg,1758,59456,5351,5351,0,59456,61093,Cash,0,TXN00002384,CIN000040->CIN001649,61093,2023-06-08,0,,CIN000040,CIN001649,61093,0,5351,5351,0,10702,False,1387,1230,0,2,0
Company_55,CIN000055,GST000055,"305, Karnataka",Karnataka,Company_543,CIN000543,GST000543,"843, West Bengal",Uttar Pradesh,INV00002385,2023-03-30,8523,Software License,128,pcs,3429,568495,51164,51164,0,568495,637868,NEFT,1,TXN00002385,CIN000055->CIN000543,637868,2023-09-16,1,Round Tripping,CIN000055,CIN000543,637868,1,51164,51164,0,102328,True,716,1203,2,3,0
Company_681,CIN000681,GST000681,"496, Karnataka",Delhi,Company_1490,CIN001490,GST001490,"121, Uttar Pradesh",West Bengal,INV00002386,2023-09-06,8471,Laptop,6,pcs,5890,40346,3631,3631,0,40346,45478,UPI,1,TXN00002386,CIN000681->CIN001490,45478,2023-05-22,0,,CIN000681,CIN001490,45478,1,3631,3631,0,7262,False,1270,285,4,1,0
Company_845,CIN000845,GST000845,"977, Maharashtra",Gujarat,Company_1126,CIN001126,GST001126,"664, West Bengal",West Bengal,INV00002387,2023-02-24,9403,Furniture,2,box,100,13949,1255,1255,0,13949,15378,Cheque,1,TXN00002387,CIN000845->CIN001126,15378,2023-10-28,0,,CIN000845,CIN001126,15378,1,1255,1255,0,2510,False,1388,917,1,4,0
Company_41,CIN000041,GST000041,"286, West Bengal",Uttar Pradesh,Company_792,CIN000792,GST000792,"708, Gujarat",Delhi,INV00002388,2023-04-11,8523,Software License,8,box,6831,40527,3647,3647,0,40527,45581,RTGS,0,TXN00002388,CIN000041->CIN000792,45581,2023-04-26,0,,CIN000041,CIN000792,45581,0,3647,3647,0,7294,False,1389,1006,3,3,0
Company_972,CIN000972,GST000972,"16, Karnataka",Maharashtra,Company_1302,CIN001302,GST001302,"869, West Bengal",Karnataka,INV00002389,2023-10-20,1101,Raw Material,12,pcs,1102,66976,6027,6027,0,66976,77919,Cash,1,TXN00002389,CIN000972->CIN001302,77919,2023-01-08,0,,CIN000972,CIN001302,77919,1,6027,6027,0,12054,False,1390,65,0,0,0
Company_1465,CIN001465,GST001465,"322, West Bengal",Uttar Pradesh,Company_298,CIN000298,GST000298,"153, Delhi",Delhi,INV00002390,2023-10-18,1101,Raw Material,5,kg,920,70572,6351,6351,0,70572,72402,Cash,0,TXN00002390,CIN001465->CIN000298,72402,2023-03-31,0,,CIN001465,CIN000298,72402,0,6351,6351,0,12702,False,1254,1914,0,0,0
Company_160,CIN000160,GST000160,"4, Karnataka",West Bengal,Company_1088,CIN001088,GST001088,"110, West Bengal",West Bengal,INV00002391,2023-02-13,9403,Furniture,178,pcs,6675,1139211,102528,102528,235280,1139211,1307112,NEFT,1,TXN00002391,CIN000160->CIN001088,1307112,2023-10-26,1,High Amount,CIN000160,CIN001088,1307112,1,102528,102528,235280,440336,True,145,661,2,4,0
Company_1035,CIN001035,GST001035,"9, Maharashtra",Delhi,Company_462,CIN000462,GST000462,"506, Uttar Pradesh",Maharashtra,INV00002392,2023-08-15,8523,Software License,12,pcs,7513,65691,5912,5912,0,65691,70128,Cash,0,TXN00002392,CIN001035->CIN000462,70128,2023-03-28,0,,CIN001035,CIN000462,70128,0,5912,5912,0,11824,False,1391,76,0,3,0
Company_965,CIN000965,GST000965,"213, Tamil Nadu",Tamil Nadu,Company_1550,CIN001550,GST001550,"365, Uttar Pradesh",Tamil Nadu,INV00002393,2023-02-20,1101,Raw Material,5,pcs,9310,58796,5291,5291,12435,58796,69084,RTGS,0,TXN00002393,CIN000965->CIN001550,69084,2023-10-08,0,,CIN000965,CIN001550,69084,0,5291,5291,12435,23017,False,820,1592,3,0,0
Company_199,CIN000199,GST000199,"164, Maharashtra",Tamil Nadu,Company_1210,CIN001210,GST001210,"847, West Bengal",Tamil Nadu,INV00002394,2023-08-01,1101,Raw Material,13,box,5196,67503,6075,6075,0,67503,78762,UPI,1,TXN00002394,CIN000199->CIN001210,78762,2023-04-09,0,,CIN000199,CIN001210,78762,1,6075,6075,0,12150,False,1392,1719,4,0,0
Company_354,CIN000354,GST000354,"95, West Bengal",West Bengal,Company_1238,CIN001238,GST001238,"917, Maharashtra",West Bengal,INV00002395,2023-08-20,8471,Laptop,7,pcs,8591,27743,2496,2496,0,27743,31934,Cheque,0,TXN00002395,CIN000354->CIN001238,31934,2023-08-12,0,,CIN000354,CIN001238,31934,0,2496,2496,0,4992,False,541,719,1,1,0
Company_655,CIN000655,GST000655,"68, Maharashtra",Karnataka,Company_458,CIN000458,GST000458,"481, Gujarat",Maharashtra,INV00002396,2023-06-30,8471,Laptop,14,kg,8234,51491,4634,4634,10550,51491,58614,Cheque,0,TXN00002396,CIN000655->CIN000458,58614,2023-11-04,0,,CIN000655,CIN000458,58614,0,4634,4634,10550,19818,False,1393,487,1,1,0
Company_663,CIN000663,GST000663,"275, Maharashtra",Gujarat,Company_246,CIN000246,GST000246,"901, West Bengal",Delhi,INV00002397,2023-09-19,9403,Furniture,5,pcs,4364,44598,4013,4013,8974,44598,49856,NEFT,1,TXN00002397,CIN000663->CIN000246,49856,2023-08-19,0,,CIN000663,CIN000246,49856,1,4013,4013,8974,17000,False,1394,525,2,4,0
Company_248,CIN000248,GST000248,"453, Uttar Pradesh",Tamil Nadu,Company_536,CIN000536,GST000536,"127, Maharashtra",West Bengal,INV00002398,2023-04-12,1101,Raw Material,3,ltr,9305,54767,4929,4929,0,54767,62664,RTGS,1,TXN00002398,CIN000248->CIN000536,62664,2023-04-03,0,,CIN000248,CIN000536,62664,1,4929,4929,0,9858,False,430,624,3,0,0
Company_1424,CIN001424,GST001424,"985, West Bengal",Uttar Pradesh,Company_576,CIN000576,GST000576,"533, Delhi",Karnataka,INV00002399,2023-10-30,9403,Furniture,191,kg,7711,1295726,116615,116615,273046,1295726,1516924,Cheque,1,TXN00002399,CIN001424->CIN000576,1516924,2023-08-11,1,Fake Invoice,CIN001424,CIN000576,1516924,1,116615,116615,273046,506276,True,1317,1128,1,4,0
Company_211,CIN000211,GST000211,"289, Maharashtra",West Bengal,Company_1691,CIN001691,GST001691,"157, Gujarat",Uttar Pradesh,INV00002400,2023-03-25,8517,Mobile,6,pcs,5866,7984,718,718,0,7984,8541,Cash,0,TXN00002400,CIN000211->CIN001691,8541,2023-11-26,0,,CIN000211,CIN001691,8541,0,718,718,0,1436,False,1190,1517,0,2,0
Company_281,CIN000281,GST000281,"116, Uttar Pradesh",West Bengal,Company_807,CIN000807,GST000807,"393, Gujarat",Gujarat,INV00002401,2023-05-30,1101,Raw Material,13,kg,2235,5401,486,486,1052,5401,5849,RTGS,0,TXN00002401,CIN000281->CIN000807,5849,2023-04-09,0,,CIN000281,CIN000807,5849,0,486,486,1052,2024,False,1395,1525,3,0,0
Company_105,CIN000105,GST000105,"672, West Bengal",Tamil Nadu,Company_21,CIN000021,GST000021,"809, Karnataka",Gujarat,INV00002402,2023-02-23,1101,Raw Material,13,pcs,9821,34090,3068,3068,6388,34090,35491,NEFT,1,TXN00002402,CIN000105->CIN000021,35491,2023-04-30,0,,CIN000105,CIN000021,35491,1,3068,3068,6388,12524,False,1287,565,2,0,0
Company_1148,CIN001148,GST001148,"65, Maharashtra",Maharashtra,Company_647,CIN000647,GST000647,"966, Tamil Nadu",Tamil Nadu,INV00002403,2023-01-28,8523,Software License,13,pcs,6700,69186,6226,6226,0,69186,70678,Cheque,1,TXN00002403,CIN001148->CIN000647,70678,2023-10-05,0,,CIN001148,CIN000647,70678,1,6226,6226,0,12452,False,98,1943,1,3,0
Company_1317,CIN001317,GST001317,"210, Uttar Pradesh",Maharashtra,Company_1877,CIN001877,GST001877,"285, Maharashtra",Tamil Nadu,INV00002404,2023-01-21,1101,Raw Material,3,kg,8396,1156613,104095,104095,0,1156613,1216032,Cheque,1,TXN00002404,CIN001317->CIN001877,1216032,2023-07-30,1,High Amount,CIN001317,CIN001877,1216032,1,104095,104095,0,208190,True,941,1630,1,0,0
Company_1535,CIN001535,GST001535,"784, Tamil Nadu",Gujarat,Company_350,CIN000350,GST000350,"957, Gujarat",Maharashtra,INV00002405,2023-03-02,9403,Furniture,6,pcs,3198,32125,2891,2891,0,32125,34680,Cheque,1,TXN00002405,CIN001535->CIN000350,34680,2023-01-06,0,,CIN001535,CIN000350,34680,1,2891,2891,0,5782,False,1396,1294,1,4,0
Company_1061,CIN001061,GST001061,"22, Karnataka",Karnataka,Company_58,CIN000058,GST000058,"945, Tamil Nadu",Karnataka,INV00002406,2023-01-21,9403,Furniture,12,kg,9223,11678,1051,1051,2387,11678,13263,Cash,1,TXN00002406,CIN001061->CIN000058,13263,2023-04-16,0,,CIN001061,CIN000058,13263,1,1051,1051,2387,4489,False,415,1582,0,4,0
Company_1175,CIN001175,GST001175,"200, Maharashtra",Maharashtra,Company_384,CIN000384,GST000384,"524, Uttar Pradesh",Delhi,INV00002407,2023-06-15,1101,Raw Material,13,box,2322,44704,4023,4023,0,44704,48804,Cash,1,TXN00002407,CIN001175->CIN000384,48804,2023-02-24,0,,CIN001175,CIN000384,48804,1,4023,4023,0,8046,False,1229,1349,0,0,0
Company_978,CIN000978,GST000978,"374, Gujarat",West Bengal,Company_1993,CIN001993,GST001993,"35, Uttar Pradesh",Karnataka,INV00002408,2023-09-10,8471,Laptop,4,box,7878,79328,7139,7139,15775,79328,87639,NEFT,1,TXN00002408,CIN000978->CIN001993,87639,2023-02-10,0,,CIN000978,CIN001993,87639,1,7139,7139,15775,30053,False,1397,81,2,1,0
Company_1786,CIN001786,GST001786,"568, Maharashtra",Gujarat,Company_1223,CIN001223,GST001223,"760, West Bengal",Uttar Pradesh,INV00002409,2023-07-05,1101,Raw Material,134,ltr,7401,571856,51467,51467,0,571856,637048,UPI,1,TXN00002409,CIN001786->CIN001223,637048,2023-09-26,1,Fake Invoice,CIN001786,CIN001223,637048,1,51467,51467,0,102934,True,532,1989,4,0,0
Company_1704,CIN001704,GST001704,"977, Uttar Pradesh",Delhi,Company_1618,CIN001618,GST001618,"607, Uttar Pradesh",Uttar Pradesh,INV00002410,2023-04-03,8523,Software License,2,box,4857,21793,1961,1961,0,21793,24571,Cheque,0,TXN00002410,CIN001704->CIN001618,24571,2023-05-07,0,,CIN001704,CIN001618,24571,0,1961,1961,0,3922,False,123,706,1,3,0
Company_1489,CIN001489,GST001489,"334, Uttar Pradesh",Tamil Nadu,Company_487,CIN000487,GST000487,"942, Karnataka",Karnataka,INV00002411,2023-06-17,8523,Software License,2,kg,1829,22318,2008,2008,4604,22318,25582,Cheque,1,TXN00002411,CIN001489->CIN000487,25582,2023-09-17,0,,CIN001489,CIN000487,25582,1,2008,2008,4604,8620,False,1141,1110,1,3,0
Company_941,CIN000941,GST000941,"443, Uttar Pradesh",Karnataka,Company_1136,CIN001136,GST001136,"308, Karnataka",West Bengal,INV00002412,2023-03-01,9403,Furniture,5,ltr,6254,35574,3201,3201,0,35574,41708,RTGS,1,TXN00002412,CIN000941->CIN001136,41708,2023-06-14,0,,CIN000941,CIN001136,41708,1,3201,3201,0,6402,False,1356,1884,3,4,0
Company_1486,CIN001486,GST001486,"399, Tamil Nadu",Gujarat,Company_1788,CIN001788,GST001788,"693, Gujarat",Tamil Nadu,INV00002413,2023-03-06,8523,Software License,9,kg,3830,70041,6303,6303,0,70041,73044,Cheque,0,TXN00002413,CIN001486->CIN001788,73044,2023-06-08,0,,CIN001486,CIN001788,73044,0,6303,6303,0,12606,False,1010,15,1,3,0
Company_1033,CIN001033,GST001033,"552, Maharashtra",West Bengal,Company_382,CIN000382,GST000382,"428, Karnataka",Delhi,INV00002414,2023-05-14,1101,Raw Material,60,pcs,8353,531211,47808,47808,108742,531211,604127,Cheque,1,TXN00002414,CIN001033->CIN000382,604127,2023-09-01,1,High Amount,CIN001033,CIN000382,604127,1,47808,47808,108742,204358,True,1398,1374,1,0,0
Company_181,CIN000181,GST000181,"956, Maharashtra",Delhi,Company_1584,CIN001584,GST001584,"579, Delhi",Delhi,INV00002415,2023-08-29,9403,Furniture,10,kg,9847,53135,4782,4782,0,53135,58182,UPI,0,TXN00002415,CIN000181->CIN001584,58182,2023-06-01,0,,CIN000181,CIN001584,58182,0,4782,4782,0,9564,False,390,88,4,4,0
Company_510,CIN000510,GST000510,"488, Karnataka",West Bengal,Company_658,CIN000658,GST000658,"498, Uttar Pradesh",Tamil Nadu,INV00002416,2023-08-14,1101,Raw Material,4,ltr,9879,82285,7405,7405,0,82285,86230,RTGS,0,TXN00002416,CIN000510->CIN000658,86230,2023-06-20,0,,CIN000510,CIN000658,86230,0,7405,7405,0,14810,False,12,1445,3,0,0
Company_1110,CIN001110,GST001110,"37, Delhi",Gujarat,Company_645,CIN000645,GST000645,"941, Tamil Nadu",Gujarat,INV00002417,2023-04-01,8523,Software License,169,pcs,3074,1568587,141172,141172,0,1568587,1652920,Cash,1,TXN00002417,CIN001110->CIN000645,1652920,2023-11-12,1,Dummy Buyer,CIN001110,CIN000645,1652920,1,141172,141172,0,282344,True,1399,1653,0,3,0
Company_565,CIN000565,GST000565,"620, Gujarat",Maharashtra,Company_837,CIN000837,GST000837,"455, Karnataka",Gujarat,INV00002418,2023-03-17,9403,Furniture,4,box,257,37934,3414,3414,0,37934,43287,RTGS,1,TXN00002418,CIN000565->CIN000837,43287,2023-02-19,0,,CIN000565,CIN000837,43287,1,3414,3414,0,6828,False,676,877,3,4,0
Company_864,CIN000864,GST000864,"229, Maharashtra",West Bengal,Company_993,CIN000993,GST000993,"978, Maharashtra",Tamil Nadu,INV00002419,2023-06-09,1101,Raw Material,9,pcs,1742,22471,2022,2022,4718,22471,26212,Cheque,0,TXN00002419,CIN000864->CIN000993,26212,2023-03-02,0,,CIN000864,CIN000993,26212,0,2022,2022,4718,8762,False,1188,1278,1,0,0
Company_1919,CIN001919,GST001919,"674, Delhi",Uttar Pradesh,Company_835,CIN000835,GST000835,"172, Karnataka",Karnataka,INV00002420,2023-08-02,8523,Software License,14,box,2741,71996,6479,6479,0,71996,82296,Cheque,1,TXN00002420,CIN001919->CIN000835,82296,2023-05-08,0,,CIN001919,CIN000835,82296,1,6479,6479,0,12958,False,197,1293,1,3,0
Company_261,CIN000261,GST000261,"881, Gujarat",Uttar Pradesh,Company_1551,CIN001551,GST001551,"79, Uttar Pradesh",Maharashtra,INV00002421,2023-06-21,8517,Mobile,141,kg,4653,952650,85738,85738,0,952650,1022167,Cash,1,TXN00002421,CIN000261->CIN001551,1022167,2023-01-10,1,Fake Invoice,CIN000261,CIN001551,1022167,1,85738,85738,0,171476,True,576,56,0,2,0
Company_973,CIN000973,GST000973,"483, Tamil Nadu",Gujarat,Company_73,CIN000073,GST000073,"783, Karnataka",Tamil Nadu,INV00002422,2023-05-04,8523,Software License,12,pcs,5851,83099,7478,7478,15990,83099,88834,Cash,1,TXN00002422,CIN000973->CIN000073,88834,2023-10-02,0,,CIN000973,CIN000073,88834,1,7478,7478,15990,30946,False,406,1621,0,3,0
Company_1509,CIN001509,GST001509,"593, Maharashtra",Maharashtra,Company_1268,CIN001268,GST001268,"290, Gujarat",Karnataka,INV00002423,2023-06-16,1101,Raw Material,150,ltr,1017,1709248,153832,153832,0,1709248,1916483,Cash,1,TXN00002423,CIN001509->CIN001268,1916483,2023-06-21,1,High Amount,CIN001509,CIN001268,1916483,1,153832,153832,0,307664,True,1400,82,0,0,0
