invoice_id,seller_id,buyer_id,amount,date,itc_claimed
INV00001189,GST000541,GST000506,1364087.0864518231,2023-11-19,0
INV00001190,GST000459,GST000487,310096.58802759525,2023-06-20,0
INV00001191,GST000135,GST000116,43060.832873430576,2023-06-05,1
INV00001192,GST000251,GST000757,38813.53476379494,2023-01-02,1
INV00001193,GST000756,GST000590,9511.607804856669,2023-09-03,1
INV00001194,GST000675,GST000132,7908.930910080447,2023-08-29,0
INV00001195,GST000678,GST000295,109491.99013475515,2023-07-06,0
INV00001196,GST000094,GST000958,87818.00539332074,2023-03-17,1
INV00001197,GST000805,GST000283,2671.842864291186,2023-07-24,0
INV00001198,GST000396,GST000284,109679.87684111888,2023-06-21,0
INV00001199,GST000789,GST000323,7377.155456921515,2023-02-22,1
INV00001200,GST000238,GST000703,2026.1496029512589,2023-06-18,0
INV00001201,GST000696,GST000929,2788.570237890887,2023-09-22,1
INV00001202,GST000666,GST000180,42427.233393411756,2023-09-29,0
INV00001203,GST000068,GST000315,58606.95628149348,2023-06-22,1
INV00001204,GST000379,GST000735,5045.385508486989,2023-05-12,1
INV00001205,GST000741,GST000443,221255.58626645638,2023-09-24,1
INV00001206,GST000710,GST000959,21410.40287173843,2023-08-26,0
INV00001207,GST000093,GST000230,935.2952991087992,2023-01-07,1
INV00001208,GST000597,GST000321,9385.02404706328,2023-11-09,1
INV00001209,GST000679,GST000351,4578.625073960609,2023-01-27,1
INV00001210,GST000132,GST000361,560.8302480474701,2023-02-02,1
INV00001211,GST000822,GST000496,31002.609320952746,2023-01-19,1
INV00001212,GST000037,GST000379,65946.0936595551,2023-06-01,0
INV00001213,GST000171,GST000234,40159.00853775882,2023-12-18,0
INV00001214,GST000988,GST000137,333482.75699544005,2023-11-13,0
INV00001215,GST000689,GST000166,459.02128994609626,2023-07-14,1
INV00001216,GST000153,GST000777,117737.08911422652,2023-12-08,0
INV00001217,GST000319,GST000622,21085.129589413064,2023-12-25,0
INV00001218,GST000186,GST000197,11402.70008983317,2023-08-11,1
INV00001219,GST000164,GST000438,14585.642061524373,2023-02-08,0
INV00001220,GST000096,GST000168,9366.010432273737,2023-03-12,1
INV00001221,GST000857,GST000729,10460.604873447437,2023-11-19,0
INV00001222,GST000712,GST000382,117451.33461199768,2023-09-28,1
INV00001223,GST000799,GST000038,185229.85283836184,2023-08-30,1
INV00001224,GST000867,GST000184,12314.91714707077,2023-12-06,0
INV00001225,GST000302,GST000868,12241.834686846716,2023-12-01,1
INV00001226,GST000416,GST000787,9870.947837985284,2023-04-29,1
INV00001227,GST000634,GST000609,5062.509295632175,2023-05-16,0
INV00001228,GST000904,GST000838,7038.3146734452475,2023-04-24,1
INV00001229,GST000231,GST000037,4626.909580980098,2023-03-16,1
INV00001230,GST000206,GST000499,688595.8452844099,2023-11-07,0
INV00001231,GST000717,GST000818,11387.541490067377,2023-11-21,1
INV00001232,GST000497,GST000966,34708.61285948472,2023-01-11,1
INV00001233,GST000056,GST000070,16461.385400068557,2023-12-24,1
INV00001234,GST000548,GST000614,98113.87267857966,2023-01-31,1
INV00001235,GST000002,GST000752,26357.751518421675,2023-10-01,1
INV00001236,GST000389,GST000019,6199.633599071178,2023-07-16,1
INV00001237,GST000239,GST000798,70433.42548799922,2023-07-19,1
INV00001238,GST000441,GST000955,26971.15168925287,2023-11-09,1
INV00001239,GST000235,GST000738,134234.07518903434,2023-08-23,0
INV00001240,GST000710,GST000172,37766.51824533163,2023-08-26,1
INV00001241,GST000932,GST000727,71688.29065970164,2023-06-26,1
INV00001242,GST000914,GST000862,22055.572814954525,2023-07-26,1
INV00001243,GST000923,GST000045,1488.3928791576768,2023-07-01,0
INV00001244,GST000340,GST000161,156013.1569099641,2023-04-16,1
INV00001245,GST000965,GST000512,4401.97163816989,2023-03-08,0
INV00001246,GST000238,GST000575,19975.65108741369,2023-10-05,1
INV00001247,GST000647,GST000282,31448.980298587187,2023-12-22,1
INV00001248,GST000068,GST000900,2762.6387035459857,2023-02-20,1
INV00001249,GST000397,GST000571,176867.29326825993,2023-02-25,0
INV00001250,GST000688,GST000884,1827.9514826604996,2023-12-14,1
INV00001251,GST000458,GST000608,87229.25479630256,2023-02-05,1
INV00001252,GST000441,GST000998,4963.27884793527,2023-12-22,1
INV00001253,GST000696,GST000528,132368.88465132864,2023-05-19,0
INV00001254,GST000482,GST000247,104645.94295079028,2023-04-16,1
INV00001255,GST000116,GST000398,37568.78694794522,2023-04-01,0
INV00001256,GST000132,GST000934,709103.4155792544,2023-10-16,0
INV00001257,GST000075,GST000585,348150.34639215295,2023-02-26,0
INV00001258,GST000588,GST000971,3676045.2899111756,2023-06-24,0
INV00001259,GST000351,GST000452,29478.597477358653,2023-06-05,0
INV00001260,GST000014,GST000250,26868.92015948885,2023-07-13,1
INV00001261,GST000724,GST000783,34436.635090178264,2023-04-04,1
INV00001262,GST000445,GST000142,4121.244651075942,2023-09-27,0
INV00001263,GST000822,GST000454,224680.2097865907,2023-04-12,0
INV00001264,GST000900,GST000132,4034.212301105113,2023-06-23,1
INV00001265,GST000564,GST000300,14240.182288062062,2023-04-26,1
INV00001266,GST000422,GST000414,1062.7961141657047,2023-07-11,1
INV00001267,GST000026,GST000415,30610.240720452046,2023-01-15,1
INV00001268,GST000367,GST000937,21702.531909962967,2023-07-01,1
INV00001269,GST000269,GST000053,3403.6596574831533,2023-05-20,0
INV00001270,GST000667,GST000404,47879.31429220777,2023-05-06,0
INV00001271,GST000750,GST000442,614933.3114252351,2023-01-30,1
INV00001272,GST000968,GST000654,226.38614621678735,2023-02-17,0
INV00001273,GST000645,GST000874,19826.73184703726,2023-01-08,0
INV00001274,GST000630,GST000153,9074.618380181839,2023-10-12,1
INV00001275,GST000087,GST000666,5590.068966492562,2023-05-16,1
INV00001276,GST000488,GST000336,248438.25566422738,2023-05-30,1
INV00001277,GST000303,GST000208,1486.735600390839,2023-04-14,0
INV00001278,GST000852,GST000787,15579.566338840808,2023-08-07,0
INV00001279,GST000955,GST000211,40127.608842767215,2023-12-14,1
INV00001280,GST000691,GST000713,2947.040836615654,2023-03-06,1
INV00001281,GST000473,GST000306,109289.38824624824,2023-03-20,1
INV00001282,GST000273,GST000343,80407.91934888125,2023-03-22,0
INV00001283,GST000654,GST000358,7299.804169822922,2023-07-16,0
INV00001284,GST000921,GST000572,256380.37530032522,2023-01-29,0
INV00001285,GST000286,GST000615,767083.353338538,2023-03-08,1
INV00001286,GST000772,GST000490,459443.43522465206,2023-07-15,1
INV00001287,GST000157,GST000462,1170.2371731699054,2023-03-02,1
INV00001288,GST000139,GST000011,28417.250379963225,2023-08-24,1
INV00001289,GST000630,GST000103,206667.0140319023,2023-05-17,0
INV00001290,GST000229,GST000104,6292.397811241338,2023-01-04,0
INV00001291,GST000547,GST000208,846173.0448783789,2023-05-25,1
INV00001292,GST000336,GST000353,96472.8985838008,2023-09-16,1
INV00001293,GST000646,GST000463,8038.6862091622115,2023-02-24,1
INV00001294,GST000419,GST000550,10235.157746053574,2023-04-17,0
INV00001295,GST000991,GST000998,65798.58630876914,2023-04-15,1
INV00001296,GST000751,GST000533,2087.9759508874768,2023-01-16,1
INV00001297,GST000083,GST000884,18291.71388939126,2023-08-12,1
INV00001298,GST000249,GST000589,39161.21462356003,2023-05-19,1
INV00001299,GST000919,GST000084,442238.56770689896,2023-02-03,1
INV00001300,GST000961,GST000060,828450.1873598947,2023-07-19,0
INV00001301,GST000470,GST000965,9338.663943518077,2023-03-27,0
INV00001302,GST000991,GST000337,578030.7944717655,2023-07-27,1
INV00001303,GST000544,GST000685,24204.164371668343,2023-01-29,1
INV00001304,GST000599,GST000234,7329.528398855727,2023-09-07,1
INV00001305,GST000638,GST000422,3616.3813077851933,2023-10-26,0
INV00001306,GST000945,GST000371,97248.06999798214,2023-12-04,1
INV00001307,GST000387,GST000391,14041.137999823872,2023-03-21,1
INV00001308,GST000421,GST000315,883.4312586683169,2023-09-18,1
INV00001309,GST000086,GST000204,12754.20352596552,2023-08-01,1
INV00001310,GST000179,GST000744,108930.32058931666,2023-07-04,1
INV00001311,GST000406,GST000151,15991.92396264931,2023-03-23,0
INV00001312,GST000761,GST000412,41616.768079171175,2023-02-09,1
INV00001313,GST000543,GST000375,833.3204944241886,2023-06-04,1
INV00001314,GST000785,GST000361,1153903.5760681392,2023-03-03,1
INV00001315,GST000394,GST000587,99524.76833237002,2023-05-21,0
INV00001316,GST000759,GST000101,73684.75408709531,2023-11-20,0
INV00001317,GST000897,GST000358,1675.9623132465003,2023-02-01,1
INV00001318,GST000086,GST000654,55611.47346252698,2023-03-27,1
INV00001319,GST000693,GST000704,91997.80956153694,2023-04-09,1
INV00001320,GST000718,GST000332,18516.74827527916,2023-11-16,1
INV00001321,GST000179,GST000707,50659.41475573897,2023-07-05,0
INV00001322,GST000988,GST000940,4089.3220910731447,2023-08-04,1
INV00001323,GST000127,GST000545,8861.555468142256,2023-11-19,1
INV00001324,GST000345,GST000785,5895.401331566647,2023-02-12,0
INV00001325,GST000124,GST000019,30950.418202897676,2023-12-20,1
INV00001326,GST000835,GST000508,1037.6967308508197,2023-11-18,0
INV00001327,GST000491,GST000612,249.03511345227304,2023-11-27,1
INV00001328,GST000814,GST000575,6435.819986790861,2023-09-11,0
INV00001329,GST000281,GST000142,5909159.755474876,2023-02-09,1
INV00001330,GST000194,GST000851,51149.357129599266,2023-11-19,0
INV00001331,GST000598,GST000428,30742.533005547128,2023-02-26,1
INV00001332,GST000895,GST000431,127683.80025847779,2023-05-09,1
INV00001333,GST000280,GST000010,294.3129576305093,2023-05-09,1
INV00001334,GST000547,GST000139,2707.2535586479066,2023-01-04,1
INV00001335,GST000800,GST000218,84380.6544084775,2023-07-14,1
INV00001336,GST000043,GST000341,942.874040987562,2023-05-11,1
INV00001337,GST000828,GST000384,2603.552398304158,2023-05-26,1
INV00001338,GST000171,GST000730,4123.698557144436,2023-02-09,1
INV00001339,GST000139,GST000110,489337.81464891916,2023-02-02,1
INV00001340,GST000601,GST000736,19459.800456028213,2023-12-30,1
INV00001341,GST000391,GST000605,4624.1941880106615,2023-01-04,1
INV00001342,GST000462,GST000651,137292.99200047247,2023-04-15,1
INV00001343,GST000897,GST000832,34357.31950259766,2023-09-19,1
INV00001344,GST000682,GST000725,31987.622052497445,2023-12-12,0
INV00001345,GST000067,GST000718,3823.527120684853,2023-01-11,1
INV00001346,GST000215,GST000635,3339.1120509771113,2023-06-03,1
INV00001347,GST000884,GST000751,78075.58893972347,2023-08-04,1
INV00001348,GST000410,GST000998,183742.08921680803,2023-12-23,0
INV00001349,GST000660,GST000796,37577.92281347183,2023-10-20,1
INV00001350,GST000097,GST000610,12554.850755514144,2023-10-20,0
INV00001351,GST000692,GST000344,17237.34109801402,2023-11-02,1
INV00001352,GST000227,GST000898,46682.736655782304,2023-02-03,1
INV00001353,GST000600,GST000646,347438.88220210397,2023-10-25,1
INV00001354,GST000114,GST000496,24848.761595367803,2023-01-15,1
INV00001355,GST000547,GST000440,22038.650132224706,2023-04-09,1
INV00001356,GST000526,GST000373,1162.053929499551,2023-03-11,0
INV00001357,GST000368,GST000464,145122.45300527013,2023-05-21,0
INV00001358,GST000263,GST000967,18728.061725873828,2023-01-24,1
INV00001359,GST000869,GST000665,13465.201027112784,2023-08-20,0
INV00001360,GST000954,GST000195,40616.212202146315,2023-11-12,1
INV00001361,GST000113,GST000174,12907.310183097527,2023-06-17,1
INV00001362,GST000621,GST000818,15476.402861158393,2023-10-21,1
INV00001363,GST000792,GST000989,23379.53895472219,2023-10-16,0
INV00001364,GST000371,GST000496,427870.14096658945,2023-06-18,0
INV00001365,GST000301,GST000347,19199.1492461221,2023-05-02,0
INV00001366,GST000366,GST000977,149514.54047405435,2023-05-21,0
INV00001367,GST000108,GST000989,161844.91025037397,2023-08-19,0
INV00001368,GST000254,GST000257,12730.417821698182,2023-12-17,1
INV00001369,GST000638,GST000783,23282.521259672765,2023-09-24,1
INV00001370,GST000133,GST000692,8150.590383103497,2023-01-05,0
INV00001371,GST000844,GST000462,50820.00706631048,2023-11-07,0
INV00001372,GST000813,GST000097,6391.988241053072,2023-12-08,1
INV00001373,GST000532,GST000147,15245.2083754265,2023-09-03,1
INV00001374,GST000174,GST000151,340310.5680027183,2023-05-23,1
INV00001375,GST000745,GST000536,113416.5992794244,2023-01-11,0
INV00001376,GST000647,GST000932,5113.078109834093,2023-04-02,0
INV00001377,GST000299,GST000760,1027.941846267779,2023-01-18,0
INV00001378,GST000020,GST000772,206286.19620669557,2023-08-19,0
INV00001379,GST000646,GST000139,11892.81340042996,2023-12-21,0
INV00001380,GST000465,GST000867,356.60396448359865,2023-09-08,1
INV00001381,GST000687,GST000253,1273.1506665376576,2023-10-15,0
INV00001382,GST000075,GST000143,646647.8511809076,2023-12-04,1
INV00001383,GST000807,GST000946,21544.149646079884,2023-12-03,1
INV00001384,GST000446,GST000835,79925.95730710635,2023-02-10,1
INV00001385,GST000909,GST000655,1045.0356851861418,2023-03-22,1
INV00001386,GST000678,GST000495,3525.507077831885,2023-10-02,1
INV00001387,GST000564,GST000600,13364.786015706144,2023-09-13,0
INV00001388,GST000453,GST000093,43966.009995149354,2023-01-02,1
INV00001389,GST000059,GST000333,15097.959565065246,2023-03-11,1
INV00001390,GST000606,GST000947,436.0466367336328,2023-04-15,1
INV00001391,GST000974,GST000373,10254.122412049932,2023-07-04,1
INV00001392,GST000804,GST000233,22769.307525974917,2023-05-27,0
INV00001393,GST000121,GST000428,16386.40258121329,2023-04-15,1
INV00001394,GST000499,GST000231,382946.65916864993,2023-06-09,0
INV00001395,GST000827,GST000265,18539.741330761644,2023-07-04,1
INV00001396,GST000532,GST000932,153925.06181692542,2023-04-19,0
INV00001397,GST000875,GST000910,4458.461239403529,2023-03-15,1
INV00001398,GST000117,GST000098,9964.230326564788,2023-04-04,1
INV00001399,GST000242,GST000437,55675.69809860078,2023-12-19,0
INV00001400,GST000771,GST000058,23232.527444319767,2023-09-15,0
INV00001401,GST000059,GST000017,6357.9027521549915,2023-03-17,1
INV00001402,GST000508,GST000176,445.37486898992313,2023-06-25,1
INV00001403,GST000510,GST000878,2156.231324462763,2023-11-09,1
INV00001404,GST000454,GST000058,39964.78418614769,2023-07-02,1
INV00001405,GST000717,GST000448,151462.90877439026,2023-03-08,0
INV00001406,GST000660,GST000150,24627.65145143831,2023-08-15,1
INV00001407,GST000917,GST000974,6982.7711573045735,2023-09-17,0
INV00001408,GST000001,GST000226,28012.292642939323,2023-03-09,0
INV00001409,GST000520,GST000987,3093.604627982825,2023-06-26,1
INV00001410,GST000229,GST000733,41339.205927882154,2023-01-18,1
INV00001411,GST000170,GST000189,19655.13516695879,2023-12-24,0
INV00001412,GST000284,GST000645,7278.561867068583,2023-12-12,1
INV00001413,GST000750,GST000152,37222.32238494339,2023-10-31,1
INV00001414,GST000972,GST000478,24321.8548978042,2023-09-29,0
INV00001415,GST000289,GST000528,12355.930155385877,2023-10-01,0
INV00001416,GST000961,GST000210,979975.9734745548,2023-11-02,1
INV00001417,GST000010,GST000786,20418.437927162246,2023-08-29,0
INV00001418,GST000238,GST000016,131993.76178184064,2023-03-11,1
INV00001419,GST000134,GST000374,104430.13868165555,2023-08-16,1
INV00001420,GST000723,GST000582,171797.60817378873,2023-07-01,0
INV00001421,GST000698,GST000754,4236.894432768018,2023-05-31,1
INV00001422,GST000694,GST000814,8642177.919895746,2023-12-26,1
INV00001423,GST000202,GST000193,115442.13997733552,2023-12-26,1
INV00001424,GST000082,GST000956,102249.06229510203,2023-04-19,0
INV00001425,GST000535,GST000841,13186.104949064369,2023-10-28,1
INV00001426,GST000416,GST000601,77035.89444441703,2023-12-26,1
INV00001427,GST000011,GST000481,142668.75672455455,2023-06-15,0
INV00001428,GST000026,GST000437,658296.0742858731,2023-01-14,1
INV00001429,GST000860,GST000452,206143.07772174862,2023-08-15,1
INV00001430,GST000784,GST000932,57447.05972196264,2023-10-06,0
INV00001431,GST000267,GST000067,35194.41097570733,2023-06-03,0
INV00001432,GST000740,GST000728,40624.12823103937,2023-04-21,1
INV00001433,GST000354,GST000301,27330.52923167273,2023-08-19,1
INV00001434,GST000712,GST000365,18494.509806714956,2023-09-28,1
INV00001435,GST000887,GST000861,16873.230688404674,2023-10-01,1
INV00001436,GST000713,GST000731,924.5017507807407,2023-11-21,1
INV00001437,GST000856,GST000467,6456.852083693515,2023-08-02,0
INV00001438,GST000903,GST000191,3496.8429007180825,2023-01-12,1
INV00001439,GST000429,GST000684,18482.811842670802,2023-03-14,1
INV00001440,GST000973,GST000421,7509.269235634093,2023-03-01,1
INV00001441,GST000537,GST000745,564.8494130464519,2023-10-09,1
INV00001442,GST000905,GST000173,2234.1772042337093,2023-03-25,1
INV00001443,GST000996,GST000062,21484.676959687135,2023-08-12,1
INV00001444,GST000290,GST000212,28046.263433878423,2023-08-02,0
INV00001445,GST000645,GST000486,7752.048164695164,2023-05-06,1
INV00001446,GST000149,GST000898,80142.3873677408,2023-01-10,0
INV00001447,GST000838,GST000227,83702.27862842809,2023-12-30,0
INV00001448,GST000725,GST000135,27132.7083309977,2023-06-20,1
INV00001449,GST000089,GST000862,278473.24889664503,2023-03-27,1
INV00001450,GST000993,GST000566,1859.7690683095177,2023-07-17,1
INV00001451,GST000027,GST000111,397137.5537372841,2023-09-03,0
INV00001452,GST000111,GST000736,85492.57957132513,2023-08-15,0
INV00001453,GST000312,GST000437,538121.0876954888,2023-09-06,0
INV00001454,GST000974,GST000725,16816.916276285672,2023-11-01,1
INV00001455,GST000234,GST000187,5415.043762283642,2023-06-04,1
INV00001456,GST000264,GST000699,58955.13826964507,2023-04-30,1
INV00001457,GST000057,GST000624,8948.988194511912,2023-08-26,1
INV00001458,GST000070,GST000390,17928.047010959715,2023-11-23,1
INV00001459,GST000382,GST000622,366.95055035796236,2023-01-25,1
INV00001460,GST000010,GST000705,566.9032274682785,2023-10-31,1
INV00001461,GST000495,GST000149,36023.49037967039,2023-03-01,1
INV00001462,GST000947,GST000408,28758.145829712754,2023-04-04,1
INV00001463,GST000428,GST000372,86383.61172638013,2023-06-02,0
INV00001464,GST000517,GST000794,15034.914512355856,2023-02-10,0
INV00001465,GST000355,GST000271,115867.88079479829,2023-12-09,1
INV00001466,GST000528,GST000449,1294.5567974377461,2023-02-21,1
INV00001467,GST000424,GST000602,11188.902822197559,2023-11-04,1
INV00001468,GST000327,GST000575,17036.65142751819,2023-07-11,1
INV00001469,GST000819,GST000533,41269.96952252476,2023-02-10,1
INV00001470,GST000094,GST000218,18296.560127048167,2023-07-05,1
INV00001471,GST000618,GST000908,6327.516781538112,2023-05-06,0
INV00001472,GST000560,GST000923,85.65762298796564,2023-09-04,1
INV00001473,GST000675,GST000670,377612.4415355063,2023-11-17,1
INV00001474,GST000730,GST000870,14340.942462001678,2023-04-14,0
INV00001475,GST000561,GST000262,2406.3020975058316,2023-05-13,1
INV00001476,GST000791,GST000023,732.4501283461451,2023-05-05,1
INV00001477,GST000892,GST000232,118737.03540882567,2023-11-30,1
INV00001478,GST000918,GST000135,18322.747880235744,2023-02-20,0
INV00001479,GST000734,GST000553,66262.61915374409,2023-05-07,1
INV00001480,GST000718,GST000548,979392.5747764636,2023-11-03,0
INV00001481,GST000740,GST000911,3909.883713818911,2023-05-26,1
INV00001482,GST000888,GST000416,11070.500070151573,2023-09-30,1
INV00001483,GST000099,GST000889,160351.79559266768,2023-10-22,0
INV00001484,GST000747,GST000418,54980.009534323035,2023-07-17,1
INV00001485,GST000353,GST000247,3284.108690654137,2023-03-06,0
INV00001486,GST000264,GST000585,12206.160729006926,2023-05-24,1
INV00001487,GST000667,GST000957,6335.52116339515,2023-09-16,0
INV00001488,GST000436,GST000082,15296.091864712042,2023-08-24,0
INV00001489,GST000661,GST000339,721.3570564625255,2023-04-29,1
INV00001490,GST000649,GST000968,66588.86854832222,2023-12-03,0
INV00001491,GST000118,GST000392,32814.02870427581,2023-05-18,1
INV00001492,GST000882,GST000385,929.0791070797521,2023-12-10,1
INV00001493,GST000006,GST000780,471.16097429316187,2023-12-02,0
INV00001494,GST000324,GST000114,21017.47951739633,2023-09-04,1
INV00001495,GST000703,GST000146,9282.233997649006,2023-06-22,0
INV00001496,GST000481,GST000486,109143.56616357029,2023-06-22,1
INV00001497,GST000865,GST000743,1593.6627843338106,2023-07-06,0
INV00001498,GST000484,GST000488,26739.468925390865,2023-01-24,1
INV00001499,GST000181,GST000123,15483.358724163512,2023-10-14,1
INV00001500,GST000567,GST000073,34139.10304400934,2023-12-07,1
INV00001501,GST000400,GST000546,15981.426938600784,2023-12-05,1
INV00001502,GST000590,GST000396,362701.4739811584,2023-12-26,1
INV00001503,GST000281,GST000488,164894.60257673328,2023-07-27,1
INV00001504,GST000256,GST000129,6630.56886742349,2023-07-06,1
INV00001505,GST000282,GST000940,1177.2631128818964,2023-09-05,0
INV00001506,GST000024,GST000964,12546.276813106551,2023-02-26,0
INV00001507,GST000825,GST000242,9075.660524548875,2023-09-09,1
INV00001508,GST000549,GST000751,221893.9308841656,2023-04-15,0
INV00001509,GST000984,GST000779,13764.258920716018,2023-05-15,1
INV00001510,GST000240,GST000280,20973.028747681954,2023-10-06,0
INV00001511,GST000909,GST000136,1288.5483045533708,2023-11-21,1
INV00001512,GST000728,GST000419,41982.082538879215,2023-04-20,1
INV00001513,GST000096,GST000852,16879.411850732864,2023-09-14,1
INV00001514,GST000435,GST000892,121422.99614659282,2023-10-24,1
INV00001515,GST000091,GST000934,19975.38040049446,2023-08-24,0
INV00001516,GST000299,GST000401,1287.91315117296,2023-07-18,1
INV00001517,GST000964,GST000389,14218.041052188753,2023-11-28,0
INV00001518,GST000118,GST000170,97442.73279537325,2023-09-03,0
INV00001519,GST000077,GST000385,45366.27655962809,2023-04-03,1
INV00001520,GST000672,GST000532,6308.597350459539,2023-03-24,1
INV00001521,GST000892,GST000884,526763.1927816495,2023-01-12,0
INV00001522,GST000705,GST000135,47045.77579952079,2023-01-02,1
INV00001523,GST000552,GST000966,1807.7197242749476,2023-01-16,1
INV00001524,GST000802,GST000571,22490.619261611308,2023-03-04,1
INV00001525,GST000133,GST000017,43161.22766621502,2023-10-23,0
INV00001526,GST000974,GST000560,890325.658969813,2023-09-29,1
INV00001527,GST000072,GST000818,352530.397229543,2023-09-14,1
INV00001528,GST000355,GST000957,433689.2293369719,2023-04-24,0
INV00001529,GST000595,GST000624,202.63531513593549,2023-09-28,0
INV00001530,GST000442,GST000488,1111208.7057562144,2023-07-22,1
INV00001531,GST000871,GST000950,9235.57308163565,2023-08-05,0
INV00001532,GST000867,GST000054,41547.27763998763,2023-06-09,1
INV00001533,GST000400,GST000578,2411.009199249052,2023-06-20,0
INV00001534,GST000704,GST000515,5356.049519035953,2023-02-11,1
INV00001535,GST000074,GST000066,6379.094608856604,2023-06-25,1
INV00001536,GST000296,GST000863,77923.53124312189,2023-12-01,1
INV00001537,GST000831,GST000892,2572.484398396309,2023-09-09,1
INV00001538,GST000157,GST000676,2483.483589963868,2023-04-03,1
INV00001539,GST000822,GST000941,250141.61742177937,2023-07-03,0
INV00001540,GST000122,GST000373,199552.4442862428,2023-06-17,1
INV00001541,GST000447,GST000195,28483.012079876764,2023-09-10,0
INV00001542,GST000705,GST000858,1726.5371386406782,2023-06-24,1
INV00001543,GST000626,GST000239,18324.238827915604,2023-11-06,0
INV00001544,GST000815,GST000522,1148450.422906696,2023-10-03,1
INV00001545,GST000709,GST000077,5955.310218320688,2023-07-16,1
INV00001546,GST000864,GST000405,47406.602616414675,2023-10-03,0
INV00001547,GST000923,GST000300,56130.26825096561,2023-06-29,1
INV00001548,GST000513,GST000110,317699.8636907449,2023-02-08,1
INV00001549,GST000847,GST000135,8523.92157431499,2023-01-30,1
INV00001550,GST000455,GST000307,4990.323772893561,2023-02-24,1
INV00001551,GST000583,GST000051,2213.741554347982,2023-12-04,0
INV00001552,GST000818,GST000637,431902.799195399,2023-12-19,1
INV00001553,GST000662,GST000576,181277.47749198423,2023-11-05,1
INV00001554,GST000859,GST000319,43103.82096219938,2023-05-30,1
INV00001555,GST000591,GST000063,37338.796453285526,2023-01-16,1
INV00001556,GST000377,GST000551,32123.890997990315,2023-07-26,1
INV00001557,GST000194,GST000861,207192.93461027418,2023-04-25,1
INV00001558,GST000711,GST000845,5681.774537338917,2023-02-14,1
INV00001559,GST000812,GST000677,2559.2858145551595,2023-02-14,0
INV00001560,GST000508,GST000307,12551.474893779336,2023-12-15,1
INV00001561,GST000311,GST000396,22451.3192866756,2023-09-24,1
INV00001562,GST000195,GST000117,15863.93945540688,2023-04-30,0
INV00001563,GST000702,GST000871,191595.38645318756,2023-09-18,0
INV00001564,GST000905,GST000602,11961.900755263783,2023-11-03,0
INV00001565,GST000900,GST000877,18847.56228344299,2023-10-15,1
INV00001566,GST000281,GST000781,41983.503812160765,2023-01-13,1
INV00001567,GST000701,GST000455,3183.7547271422563,2023-04-02,1
INV00001568,GST000420,GST000733,117188.4268338487,2023-06-14,1
INV00001569,GST000017,GST000208,127793.37691423972,2023-03-11,0
INV00001570,GST000465,GST000493,68066.88516195804,2023-02-08,0
INV00001571,GST000509,GST000496,51206.29796965908,2023-05-28,1
INV00001572,GST000076,GST000185,54421.909092464506,2023-10-12,0
INV00001573,GST000040,GST000932,7423.501832157278,2023-01-20,1
INV00001574,GST000127,GST000093,245.0122039483866,2023-08-22,0
INV00001575,GST000928,GST000603,66240.07475560735,2023-06-20,1
INV00001576,GST000097,GST000099,53415.92152140532,2023-12-16,1
INV00001577,GST000585,GST000156,38758.115070082036,2023-03-27,1
INV00001578,GST000769,GST000346,29840.8336311426,2023-05-14,0
INV00001579,GST000586,GST000733,2659.7036327668875,2023-01-28,1
INV00001580,GST000242,GST000007,101868.61734428137,2023-07-29,1
INV00001581,GST000530,GST000018,13133.176607591013,2023-03-31,1
INV00001582,GST000691,GST000407,16278.366060564136,2023-10-20,1
INV00001583,GST000172,GST000174,13471.258189885793,2023-05-01,0
INV00001584,GST000578,GST000272,115239.1183100582,2023-12-28,1
INV00001585,GST000988,GST000983,30155.998549165277,2023-06-14,0
INV00001586,GST000808,GST000621,39510.09357870371,2023-01-26,1
INV00001587,GST000939,GST000190,4669.177193799839,2023-06-04,1
INV00001588,GST000485,GST000871,7335.874796515088,2023-04-11,0
INV00001589,GST000243,GST000977,17337.97728918567,2023-07-09,0
INV00001590,GST000799,GST000173,153788.78675726376,2023-10-30,1
INV00001591,GST000993,GST000337,14757.797830482465,2023-04-22,0
INV00001592,GST000858,GST000694,7130.433459769176,2023-09-04,1
INV00001593,GST000119,GST000950,6687.298602496142,2023-03-24,0
INV00001594,GST000868,GST000343,15073.933058096323,2023-09-12,0
INV00001595,GST000062,GST000677,223197.66121407118,2023-08-15,0
INV00001596,GST000780,GST000087,160237.05203228336,2023-03-07,1
INV00001597,GST000020,GST000179,228240.26836840346,2023-03-11,1
INV00001598,GST000596,GST000494,2308.7104573720612,2023-03-25,0
INV00001599,GST000167,GST000322,3445.8020202372627,2023-01-29,1
INV00001600,GST000101,GST000495,37131.033836508046,2023-07-24,0
INV00001601,GST000026,GST000301,5521.935380744413,2023-11-18,1
INV00001602,GST000179,GST000301,41119.23220423287,2023-04-26,1
INV00001603,GST000068,GST000656,2187.886182681252,2023-02-22,1
INV00001604,GST000387,GST000491,27171.362315426697,2023-02-06,1
INV00001605,GST000374,GST000952,270821.7544348357,2023-01-08,1
INV00001606,GST000446,GST000461,21839.486794609107,2023-01-22,1
INV00001607,GST000666,GST000389,28014.713972220612,2023-06-13,1
INV00001608,GST000110,GST000918,18874.2527983179,2023-11-03,1
INV00001609,GST000407,GST000806,65186.68564393085,2023-10-20,1
INV00001610,GST000922,GST000674,335117.2511282017,2023-12-21,0
