company_cin,company_gid,num_invoices_sent,total_sent_amount,avg_sent_amount,total_itc_sent,num_suspicious_sent,num_fraud_invoices_sent,unique_buyers,num_invoices_received,total_received_amount,avg_received_amount,total_itc_received,num_suspicious_received,num_fraud_invoices_received,unique_suppliers,total_invoices,total_amount_all,avg_invoice_amount_all,total_itc_all,num_fraud_invoices,num_suspicious_flags,unique_partners,itc_ratio,company_name,state,address,pagerank,clustering_coeff,in_degree,out_degree,label
CIN001257,448,5.0,1904266.0,380853.2,3.0,1.0,1.0,5.0,3.0,188788.0,62929.333333333336,3.0,0.0,0.0,3.0,8.0,2093054.0,221891.26666666666,6.0,1.0,1.0,8.0,2.8666245591370313e-06,Company_1257,Delhi,"318, Maharashtra",0.00023750620410510008,0.0,3,5,1
CIN001858,449,6.0,297530.0,49588.333333333336,6.0,0.0,0.0,6.0,7.0,2328948.0,332706.85714285716,7.0,1.0,1.0,7.0,13.0,2626478.0,191147.59523809524,13.0,1.0,1.0,13.0,4.949594095210392e-06,Company_1858,Uttar Pradesh,"226, Delhi",0.0004977298671215261,0.0,7,6,1
CIN000620,450,6.0,3923483.0,653913.8333333334,6.0,3.0,3.0,6.0,5.0,3080187.0,616037.4,4.0,3.0,3.0,5.0,11.0,7003670.0,634975.6166666667,10.0,6.0,6.0,11.0,1.427822841453124e-06,Company_620,Gujarat,"467, Maharashtra",0.00041415057657088095,0.0,5,6,1
CIN000027,451,6.0,1358221.0,226370.16666666666,6.0,1.0,1.0,6.0,2.0,1482723.0,741361.5,2.0,1.0,1.0,2.0,8.0,2840944.0,483865.8333333333,8.0,2.0,2.0,8.0,2.8159653974171967e-06,Company_27,Maharashtra,"701, Gujarat",0.00035413313816213263,0.0,2,6,1
CIN000567,452,3.0,1216833.0,405611.0,2.0,1.0,1.0,3.0,3.0,61751.0,20583.666666666668,3.0,0.0,0.0,3.0,6.0,1278584.0,213097.33333333334,5.0,1.0,1.0,6.0,3.9105760747827284e-06,Company_567,West Bengal,"489, Uttar Pradesh",0.0004536498925765566,0.0,3,3,1
CIN000224,453,11.0,3562062.0,323823.8181818182,7.0,3.0,3.0,11.0,6.0,1617211.0,269535.1666666667,4.0,1.0,1.0,6.0,17.0,5179273.0,296679.49242424243,11.0,4.0,4.0,17.0,2.1238502005976515e-06,Company_224,Gujarat,"154, Maharashtra",0.00042514472941624314,0.0,6,11,1
CIN001158,454,3.0,230329.0,76776.33333333333,3.0,0.0,0.0,3.0,6.0,1910763.0,318460.5,5.0,1.0,1.0,6.0,9.0,2141092.0,197618.41666666666,8.0,1.0,1.0,9.0,3.736411139736172e-06,Company_1158,Tamil Nadu,"566, Delhi",0.0004903772199067223,0.0,6,3,1
CIN001221,455,6.0,845075.0,140845.83333333334,5.0,1.0,1.0,6.0,3.0,224858.0,74952.66666666667,3.0,0.0,0.0,3.0,9.0,1069933.0,107899.25,8.0,1.0,1.0,9.0,7.477103706493771e-06,Company_1221,Maharashtra,"578, Tamil Nadu",0.00022986319029921353,0.0,3,6,1
CIN000692,456,4.0,973974.0,243493.5,2.0,1.0,1.0,4.0,6.0,2183814.0,363969.0,4.0,1.0,1.0,6.0,10.0,3157788.0,303731.25,6.0,2.0,2.0,10.0,1.9000642221707094e-06,Company_692,Uttar Pradesh,"387, Tamil Nadu",0.0007069250347894815,0.0,6,4,1
CIN000639,457,7.0,4310405.0,615772.1428571428,5.0,3.0,3.0,7.0,7.0,2157872.0,308267.4285714286,4.0,1.0,1.0,7.0,14.0,6468277.0,462019.7857142857,9.0,4.0,4.0,14.0,1.391406088514762e-06,Company_639,Gujarat,"647, West Bengal",0.0003814602701228939,0.0,7,7,1
CIN000004,458,8.0,2761062.0,345132.75,6.0,2.0,2.0,8.0,4.0,3374271.0,843567.75,3.0,2.0,2.0,4.0,12.0,6135333.0,594350.25,9.0,4.0,4.0,12.0,1.4669130428617321e-06,Company_4,Delhi,"247, Delhi",0.0006562219873659766,0.0,4,8,1
CIN001309,459,6.0,325690.0,54281.666666666664,6.0,0.0,0.0,6.0,2.0,1589438.0,794719.0,2.0,1.0,1.0,2.0,8.0,1915128.0,424500.3333333333,8.0,1.0,1.0,8.0,4.177266480360581e-06,Company_1309,Maharashtra,"186, Gujarat",0.00024386216555145922,0.0,2,6,1
CIN000054,460,5.0,796471.0,159294.2,4.0,1.0,1.0,5.0,7.0,2822148.0,403164.0,6.0,2.0,2.0,7.0,12.0,3618619.0,281229.1,10.0,3.0,3.0,12.0,2.7634851859231383e-06,Company_54,Karnataka,"492, Tamil Nadu",0.000773199922630158,0.0,7,5,1
CIN001867,461,3.0,1479549.0,493183.0,3.0,1.0,1.0,3.0,7.0,3701242.0,528748.8571428572,7.0,2.0,2.0,7.0,10.0,5180791.0,510965.9285714286,10.0,3.0,3.0,10.0,1.930207182648364e-06,Company_1867,Delhi,"164, Gujarat",0.0005831819470436188,0.0,7,3,1
CIN000742,462,4.0,1483045.0,370761.25,3.0,1.0,1.0,4.0,4.0,64343.0,16085.75,3.0,0.0,0.0,4.0,8.0,1547388.0,193423.5,6.0,1.0,1.0,8.0,3.8775019581384885e-06,Company_742,Uttar Pradesh,"384, Karnataka",0.0003615436199108194,0.0,4,4,1
CIN000836,463,7.0,3442225.0,491746.4285714286,5.0,2.0,2.0,7.0,8.0,2132736.0,266592.0,7.0,1.0,1.0,8.0,15.0,5574961.0,379169.2142857143,12.0,3.0,3.0,15.0,2.1524814254305994e-06,Company_836,Uttar Pradesh,"582, Delhi",0.0006258878290771496,0.009523809523809525,8,7,1
CIN001186,464,5.0,241428.0,48285.6,5.0,0.0,0.0,5.0,10.0,2587403.0,258740.3,10.0,2.0,2.0,10.0,15.0,2828831.0,153512.94999999998,15.0,2.0,2.0,15.0,5.3025437009139115e-06,Company_1186,Maharashtra,"653, Gujarat",0.0010163614587561942,0.0,10,5,1
CIN001818,465,7.0,1549043.0,221291.85714285713,6.0,1.0,1.0,7.0,2.0,660279.0,330139.5,1.0,1.0,1.0,2.0,9.0,2209322.0,275715.6785714286,7.0,2.0,2.0,9.0,3.1683928372595756e-06,Company_1818,Delhi,"30, West Bengal",0.00022205836400602828,0.027777777777777776,2,7,1
CIN001615,466,3.0,1722439.0,574146.3333333334,3.0,1.0,1.0,3.0,8.0,2332755.0,291594.375,6.0,1.0,1.0,8.0,11.0,4055194.0,432870.3541666667,9.0,2.0,2.0,11.0,2.2193759410770484e-06,Company_1615,Uttar Pradesh,"342, Tamil Nadu",0.0006334259223727605,0.0,8,3,1
CIN000853,467,7.0,362718.0,51816.857142857145,5.0,0.0,0.0,7.0,1.0,46036.0,46036.0,1.0,0.0,0.0,1.0,8.0,408754.0,48926.42857142857,6.0,0.0,0.0,8.0,1.4678755437255659e-05,Company_853,Maharashtra,"991, Uttar Pradesh",0.00010673586106312838,0.0,1,7,0
CIN001288,468,10.0,478112.0,47811.2,8.0,0.0,0.0,10.0,2.0,139693.0,69846.5,2.0,0.0,0.0,2.0,12.0,617805.0,58828.85,10.0,0.0,0.0,12.0,1.618633711284305e-05,Company_1288,Karnataka,"717, Maharashtra",0.00028615482851715104,0.0,2,10,0
CIN001418,469,5.0,1670886.0,334177.2,4.0,1.0,1.0,5.0,4.0,1353803.0,338450.75,4.0,1.0,1.0,4.0,9.0,3024689.0,336313.975,8.0,2.0,2.0,9.0,2.6449000211261387e-06,Company_1418,Gujarat,"335, Uttar Pradesh",0.00040866936166440325,0.0,4,5,1
CIN001733,470,3.0,189481.0,63160.333333333336,3.0,0.0,0.0,3.0,3.0,145546.0,48515.333333333336,1.0,0.0,0.0,3.0,6.0,335027.0,55837.833333333336,4.0,0.0,0.0,6.0,1.1939336232602148e-05,Company_1733,Karnataka,"629, Gujarat",0.00027366364668378394,0.0,3,3,0
CIN000066,471,4.0,689189.0,172297.25,3.0,1.0,1.0,4.0,6.0,3404707.0,567451.1666666666,5.0,3.0,3.0,6.0,10.0,4093896.0,369874.2083333333,8.0,4.0,4.0,10.0,1.954128780994925e-06,Company_66,Uttar Pradesh,"858, Karnataka",0.0005528110145426835,0.022222222222222223,6,4,1
CIN001256,472,4.0,196552.0,49138.0,3.0,0.0,0.0,4.0,3.0,108609.0,36203.0,2.0,0.0,0.0,3.0,7.0,305161.0,42670.5,5.0,0.0,0.0,7.0,1.638479360075501e-05,Company_1256,Gujarat,"546, Tamil Nadu",0.0002819259481989235,0.0,3,4,0
CIN001717,473,4.0,747928.0,186982.0,4.0,1.0,1.0,4.0,7.0,3776043.0,539434.7142857143,6.0,2.0,2.0,7.0,11.0,4523971.0,363208.35714285716,10.0,3.0,3.0,11.0,2.2104474144507116e-06,Company_1717,Karnataka,"930, Delhi",0.0006739741856290377,0.0,7,4,1
CIN000432,474,6.0,198870.0,33145.0,5.0,0.0,0.0,6.0,1.0,57855.0,57855.0,0.0,0.0,0.0,1.0,7.0,256725.0,45500.0,5.0,0.0,0.0,7.0,1.9476093095724998e-05,Company_432,Uttar Pradesh,"332, West Bengal",0.0001887505890414266,0.047619047619047616,1,6,0
CIN000294,475,4.0,301336.0,75334.0,3.0,0.0,0.0,4.0,4.0,1079155.0,269788.75,3.0,1.0,1.0,4.0,8.0,1380491.0,172561.375,6.0,1.0,1.0,8.0,4.346279693239579e-06,Company_294,Tamil Nadu,"409, West Bengal",0.00039208725278202497,0.0,4,4,1
CIN001480,476,10.0,1257995.0,125799.5,8.0,1.0,1.0,10.0,7.0,502310.0,71758.57142857143,4.0,0.0,0.0,7.0,17.0,1760305.0,98779.03571428571,12.0,1.0,1.0,17.0,6.817000462987948e-06,Company_1480,Karnataka,"180, Tamil Nadu",0.000525019075961656,0.0,7,10,1
CIN001445,477,5.0,3877328.0,775465.6,4.0,3.0,3.0,5.0,5.0,1145828.0,229165.6,3.0,1.0,1.0,5.0,10.0,5023156.0,502315.6,7.0,4.0,4.0,10.0,1.3935462087978155e-06,Company_1445,Tamil Nadu,"379, Tamil Nadu",0.0003197281469901614,0.0,5,5,1
CIN001023,478,6.0,3025868.0,504311.3333333333,5.0,2.0,2.0,6.0,8.0,486470.0,60808.75,7.0,0.0,0.0,8.0,14.0,3512338.0,282560.0416666666,12.0,2.0,2.0,14.0,3.4165276804225562e-06,Company_1023,Uttar Pradesh,"226, Karnataka",0.0007583007168852151,0.0,8,6,1
CIN001617,479,5.0,309176.0,61835.2,4.0,0.0,0.0,5.0,11.0,4884272.0,444024.7272727273,8.0,3.0,3.0,11.0,16.0,5193448.0,252929.96363636365,12.0,3.0,3.0,16.0,2.3106036683143836e-06,Company_1617,Maharashtra,"503, Uttar Pradesh",0.0008558993475298866,0.0,11,5,1
CIN000135,480,6.0,2036496.0,339416.0,6.0,1.0,1.0,6.0,5.0,1800680.0,360136.0,2.0,2.0,2.0,5.0,11.0,3837176.0,349776.0,8.0,3.0,3.0,11.0,2.084866578963279e-06,Company_135,Tamil Nadu,"178, West Bengal",0.0003862002670142865,0.0,5,6,1
CIN000507,481,8.0,2140927.0,267615.875,6.0,1.0,1.0,8.0,5.0,1855347.0,371069.4,3.0,1.0,1.0,5.0,13.0,3996274.0,319342.6375,9.0,2.0,2.0,13.0,2.2520978291278326e-06,Company_507,Karnataka,"327, Maharashtra",0.0004100358978203607,0.0,5,8,1
CIN001925,482,6.0,2442512.0,407085.3333333333,6.0,2.0,2.0,6.0,7.0,2192838.0,313262.5714285714,6.0,2.0,2.0,7.0,13.0,4635350.0,360173.95238095237,12.0,4.0,4.0,13.0,2.5888012771419635e-06,Company_1925,Maharashtra,"692, West Bengal",0.0008144214325278633,0.01282051282051282,7,6,1
CIN000800,483,6.0,259847.0,43307.833333333336,3.0,0.0,0.0,6.0,7.0,547662.0,78237.42857142857,6.0,0.0,0.0,7.0,13.0,807509.0,60772.63095238095,9.0,0.0,0.0,13.0,1.1145386614886026e-05,Company_800,Tamil Nadu,"538, Delhi",0.000566843833811746,0.01282051282051282,7,6,0
CIN000440,484,3.0,1814265.0,604755.0,3.0,1.0,1.0,3.0,8.0,5423883.0,677985.375,8.0,4.0,4.0,8.0,11.0,7238148.0,641370.1875,11.0,5.0,5.0,11.0,1.5197257641042985e-06,Company_440,Tamil Nadu,"526, Uttar Pradesh",0.0006780470032434809,0.01818181818181818,8,3,1
CIN001203,485,9.0,3143249.0,349249.8888888889,7.0,2.0,2.0,9.0,3.0,232022.0,77340.66666666667,2.0,0.0,0.0,3.0,12.0,3375271.0,213295.27777777778,9.0,2.0,2.0,12.0,2.6664525604018164e-06,Company_1203,Gujarat,"652, West Bengal",0.00025271892343286227,0.0,3,9,1
CIN001106,486,5.0,1889387.0,377877.4,4.0,1.0,1.0,5.0,6.0,2413116.0,402186.0,4.0,2.0,2.0,6.0,11.0,4302503.0,390031.7,8.0,3.0,3.0,11.0,1.8593827825337948e-06,Company_1106,Gujarat,"506, Maharashtra",0.000539928927195358,0.0,6,5,1
CIN000458,487,5.0,1386259.0,277251.8,4.0,1.0,1.0,5.0,8.0,593424.0,74178.0,5.0,0.0,0.0,8.0,13.0,1979683.0,175714.9,9.0,1.0,1.0,13.0,4.546182393847904e-06,Company_458,Maharashtra,"481, Gujarat",0.0006130111859626256,0.01282051282051282,8,5,1
CIN001331,488,7.0,278947.0,39849.57142857143,5.0,0.0,0.0,7.0,3.0,199366.0,66455.33333333333,3.0,0.0,0.0,3.0,10.0,478313.0,53152.45238095238,8.0,0.0,0.0,10.0,1.672544965326052e-05,Company_1331,West Bengal,"620, Tamil Nadu",0.00019207255734986838,0.0,3,7,0
CIN001499,489,6.0,2887062.0,481177.0,5.0,3.0,3.0,6.0,5.0,1946625.0,389325.0,5.0,1.0,1.0,5.0,11.0,4833687.0,435251.0,10.0,4.0,4.0,11.0,2.068814137117277e-06,Company_1499,Tamil Nadu,"348, Uttar Pradesh",0.0005130555329620689,0.01818181818181818,5,6,1
CIN001276,490,9.0,2412011.0,268001.22222222225,6.0,2.0,2.0,9.0,2.0,1886913.0,943456.5,2.0,1.0,1.0,2.0,11.0,4298924.0,605728.8611111111,8.0,3.0,3.0,11.0,1.8609307817491075e-06,Company_1276,West Bengal,"840, Karnataka",0.00023769005351870432,0.03636363636363636,2,9,1
CIN001041,491,7.0,306557.0,43793.857142857145,6.0,0.0,0.0,7.0,4.0,203409.0,50852.25,4.0,0.0,0.0,4.0,11.0,509966.0,47323.05357142857,10.0,0.0,0.0,11.0,1.9609150413949164e-05,Company_1041,Maharashtra,"249, Karnataka",0.0005051182593077072,0.0,4,7,0
CIN000378,492,5.0,3037269.0,607453.8,4.0,2.0,2.0,5.0,7.0,1435799.0,205114.14285714287,7.0,1.0,1.0,7.0,12.0,4473068.0,406283.97142857144,11.0,3.0,3.0,12.0,2.459162257314219e-06,Company_378,Gujarat,"83, Uttar Pradesh",0.0005364265320669598,0.0,7,5,1
CIN001163,493,5.0,1196610.0,239322.0,3.0,1.0,1.0,5.0,6.0,4439351.0,739891.8333333334,6.0,3.0,3.0,6.0,11.0,5635961.0,489606.9166666667,9.0,4.0,4.0,11.0,1.596888268034502e-06,Company_1163,Delhi,"563, West Bengal",0.0006685267979205787,0.0,6,5,1
CIN000872,494,9.0,1422892.0,158099.11111111112,3.0,1.0,1.0,9.0,9.0,4895279.0,543919.8888888889,7.0,3.0,3.0,9.0,18.0,6318171.0,351009.5,10.0,4.0,4.0,18.0,1.5827365229589385e-06,Company_872,Delhi,"677, Tamil Nadu",0.0007309171748149034,0.0,9,9,1
CIN000140,495,4.0,880792.0,220198.0,3.0,1.0,1.0,4.0,6.0,2171640.0,361940.0,4.0,1.0,1.0,6.0,10.0,3052432.0,291069.0,7.0,2.0,2.0,10.0,2.293253379600266e-06,Company_140,Gujarat,"465, Gujarat",0.00044568294581498176,0.0,6,4,1
CIN001247,496,6.0,2649375.0,441562.5,6.0,2.0,2.0,5.0,1.0,19194.0,19194.0,1.0,0.0,0.0,1.0,7.0,2668569.0,230378.25,7.0,2.0,2.0,6.0,2.623128725545414e-06,Company_1247,Uttar Pradesh,"357, Karnataka",0.0001500905810295034,0.0,1,5,1
CIN000392,497,7.0,1844875.0,263553.5714285714,6.0,1.0,1.0,7.0,6.0,1694844.0,282474.0,6.0,1.0,1.0,6.0,13.0,3539719.0,273013.7857142857,12.0,2.0,2.0,13.0,3.3900996096017793e-06,Company_392,Karnataka,"165, Karnataka",0.000488929324643238,0.01282051282051282,6,7,1
CIN000233,498,5.0,1848146.0,369629.2,5.0,1.0,1.0,5.0,5.0,3230642.0,646128.4,5.0,2.0,2.0,5.0,10.0,5078788.0,507878.80000000005,10.0,3.0,3.0,10.0,1.968973700024494e-06,Company_233,West Bengal,"786, Karnataka",0.0004814023038601838,0.0,5,5,1
CIN000719,499,7.0,2993961.0,427708.71428571426,6.0,2.0,2.0,7.0,5.0,1227826.0,245565.2,2.0,1.0,1.0,5.0,12.0,4221787.0,336636.95714285714,8.0,3.0,3.0,12.0,1.8949321697186524e-06,Company_719,West Bengal,"34, Maharashtra",0.0003984907259552263,0.015151515151515152,5,7,1
CIN000874,500,5.0,283529.0,56705.8,4.0,0.0,0.0,5.0,8.0,449573.0,56196.625,4.0,0.0,0.0,8.0,13.0,733102.0,56451.2125,8.0,0.0,0.0,13.0,1.0912533317328284e-05,Company_874,West Bengal,"83, West Bengal",0.0007571456297796883,0.01282051282051282,8,5,0
CIN000013,501,8.0,470689.0,58836.125,6.0,0.0,0.0,8.0,5.0,1607801.0,321560.2,3.0,1.0,1.0,5.0,13.0,2078490.0,190198.1625,9.0,1.0,1.0,13.0,4.330066538689144e-06,Company_13,Uttar Pradesh,"911, Delhi",0.0005227461019489747,0.0,5,8,1
CIN000612,502,6.0,1016568.0,169428.0,2.0,1.0,1.0,6.0,3.0,86839.0,28946.333333333332,0.0,0.0,0.0,3.0,9.0,1103407.0,99187.16666666667,2.0,1.0,1.0,9.0,1.8125678013643199e-06,Company_612,Tamil Nadu,"346, Tamil Nadu",0.00032957672997562394,0.0,3,6,1
CIN001096,503,7.0,3603086.0,514726.5714285714,4.0,3.0,3.0,7.0,6.0,1905981.0,317663.5,4.0,1.0,1.0,6.0,13.0,5509067.0,416195.0357142857,8.0,4.0,4.0,13.0,1.4521515167631834e-06,Company_1096,Delhi,"646, Gujarat",0.0003625685758211316,0.0,6,7,1
CIN001837,504,2.0,89682.0,44841.0,1.0,0.0,0.0,2.0,10.0,2589345.0,258934.5,8.0,2.0,2.0,10.0,12.0,2679027.0,151887.75,9.0,2.0,2.0,12.0,3.3594286283788855e-06,Company_1837,Maharashtra,"738, Gujarat",0.0006566344556862599,0.0,10,2,1
CIN001987,505,5.0,1881072.0,376214.4,4.0,1.0,1.0,5.0,5.0,1763955.0,352791.0,4.0,1.0,1.0,5.0,10.0,3645027.0,364502.7,8.0,2.0,2.0,10.0,2.1947711224086953e-06,Company_1987,Gujarat,"507, West Bengal",0.0004886492124266062,0.022222222222222223,5,5,1
CIN001046,506,5.0,2764404.0,552880.8,4.0,2.0,2.0,5.0,4.0,1957914.0,489478.5,4.0,1.0,1.0,4.0,9.0,4722318.0,521179.65,8.0,3.0,3.0,9.0,1.6940832870636836e-06,Company_1046,Uttar Pradesh,"579, West Bengal",0.00028572250072434813,0.0,4,5,1
CIN000234,507,2.0,110372.0,55186.0,2.0,0.0,0.0,2.0,15.0,5078082.0,338538.8,13.0,4.0,4.0,15.0,17.0,5188454.0,196862.4,15.0,4.0,4.0,17.0,2.8910345933490017e-06,Company_234,Tamil Nadu,"101, Uttar Pradesh",0.0014272011598239166,0.007352941176470588,15,2,1
CIN000961,508,5.0,1929487.0,385897.4,5.0,1.0,1.0,5.0,1.0,94555.0,94555.0,1.0,0.0,0.0,1.0,6.0,2024042.0,240226.2,6.0,1.0,1.0,6.0,2.964365363959839e-06,Company_961,Tamil Nadu,"336, Maharashtra",0.00011088431967872993,0.0,1,5,1
CIN001940,509,6.0,1801022.0,300170.3333333333,5.0,1.0,1.0,6.0,6.0,1723327.0,287221.1666666667,4.0,1.0,1.0,6.0,12.0,3524349.0,293695.75,9.0,2.0,2.0,12.0,2.5536631020367167e-06,Company_1940,Maharashtra,"568, West Bengal",0.0009342274402855736,0.0,6,6,1
CIN001559,510,8.0,1803160.0,225395.0,5.0,2.0,2.0,8.0,3.0,171863.0,57287.666666666664,1.0,0.0,0.0,3.0,11.0,1975023.0,141341.33333333334,6.0,2.0,2.0,11.0,3.037939305010625e-06,Company_1559,Gujarat,"768, Delhi",0.00023097122734321764,0.01818181818181818,3,8,1
CIN000887,511,5.0,3877824.0,775564.8,5.0,2.0,2.0,5.0,4.0,965752.0,241438.0,3.0,1.0,1.0,4.0,9.0,4843576.0,508501.4,8.0,3.0,3.0,9.0,1.6516722355548874e-06,Company_887,West Bengal,"214, Uttar Pradesh",0.00043135083950884335,0.027777777777777776,4,5,1
CIN001611,512,5.0,1507318.0,301463.6,5.0,1.0,1.0,5.0,2.0,168237.0,84118.5,2.0,0.0,0.0,2.0,7.0,1675555.0,192791.05,7.0,1.0,1.0,7.0,4.177720218076995e-06,Company_1611,Karnataka,"528, West Bengal",0.00026543988246811,0.0,2,5,1
CIN000143,513,11.0,3372072.0,306552.0,10.0,2.0,2.0,11.0,4.0,1772725.0,443181.25,1.0,1.0,1.0,4.0,15.0,5144797.0,374866.625,11.0,3.0,3.0,15.0,2.138082416079779e-06,Company_143,Maharashtra,"215, Gujarat",0.0004853261928225819,0.009523809523809525,4,11,1
CIN000753,514,8.0,1722411.0,215301.375,5.0,1.0,1.0,8.0,5.0,162758.0,32551.6,4.0,0.0,0.0,5.0,13.0,1885169.0,123926.4875,9.0,1.0,1.0,13.0,4.774107785561931e-06,Company_753,Delhi,"959, West Bengal",0.0004483235380247909,0.0,5,8,1
CIN000237,515,7.0,933296.0,133328.0,5.0,1.0,1.0,7.0,4.0,206615.0,51653.75,4.0,0.0,0.0,4.0,11.0,1139911.0,92490.875,9.0,1.0,1.0,11.0,7.89535323371737e-06,Company_237,Karnataka,"210, Uttar Pradesh",0.0004375072022450578,0.0,4,7,1
CIN000175,516,8.0,2403298.0,300412.25,7.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2403298.0,300412.25,7.0,1.0,1.0,8.0,2.9126641806384394e-06,Company_175,Karnataka,"187, West Bengal",7.656431107509684e-05,0.0,0,8,1
CIN001905,517,6.0,1069568.0,178261.33333333334,5.0,1.0,1.0,6.0,6.0,8072898.0,1345483.0,6.0,5.0,5.0,6.0,12.0,9142466.0,761872.1666666666,11.0,6.0,6.0,12.0,1.2031764733935024e-06,Company_1905,Uttar Pradesh,"614, Karnataka",0.0007210267417547126,0.0,6,6,1
CIN000962,518,5.0,1421545.0,284309.0,4.0,1.0,1.0,5.0,5.0,202074.0,40414.8,5.0,0.0,0.0,4.0,10.0,1623619.0,162361.9,9.0,1.0,1.0,9.0,5.543172382190649e-06,Company_962,Uttar Pradesh,"113, Tamil Nadu",0.0004083487057490317,0.0,4,5,1
CIN000803,519,6.0,342745.0,57124.166666666664,3.0,0.0,0.0,6.0,6.0,248587.0,41431.166666666664,5.0,0.0,0.0,6.0,12.0,591332.0,49277.666666666664,8.0,0.0,0.0,12.0,1.3528779095330542e-05,Company_803,Delhi,"58, Maharashtra",0.000503235199722603,0.0,6,6,0
CIN001593,520,5.0,204267.0,40853.4,1.0,0.0,0.0,5.0,6.0,3131942.0,521990.3333333333,5.0,2.0,2.0,6.0,11.0,3336209.0,281421.86666666664,6.0,2.0,2.0,11.0,1.7984484784976002e-06,Company_1593,Uttar Pradesh,"780, Maharashtra",0.0004969843830921739,0.0,6,5,1
CIN000096,521,2.0,150588.0,75294.0,1.0,0.0,0.0,2.0,7.0,763938.0,109134.0,4.0,1.0,1.0,7.0,9.0,914526.0,92214.0,5.0,1.0,1.0,9.0,5.467313121770185e-06,Company_96,Karnataka,"973, Maharashtra",0.0008314253110820164,0.0,7,2,1
CIN000664,522,5.0,160937.0,32187.4,3.0,0.0,0.0,5.0,9.0,1740144.0,193349.33333333334,5.0,1.0,1.0,9.0,14.0,1901081.0,112768.36666666667,8.0,1.0,1.0,14.0,4.208132110099465e-06,Company_664,Uttar Pradesh,"145, Delhi",0.0006947888288025133,0.02197802197802198,9,5,1
CIN001498,523,7.0,2856706.0,408100.85714285716,5.0,2.0,2.0,7.0,8.0,1112351.0,139043.875,6.0,1.0,1.0,8.0,15.0,3969057.0,273572.3660714286,11.0,3.0,3.0,15.0,2.7714391604857277e-06,Company_1498,Maharashtra,"738, Maharashtra",0.0007190550163361319,0.0,8,7,1
CIN000839,524,8.0,279270.0,34908.75,8.0,0.0,0.0,8.0,12.0,1847714.0,153976.16666666666,9.0,1.0,1.0,12.0,20.0,2126984.0,94442.45833333333,17.0,1.0,1.0,20.0,7.992537790599272e-06,Company_839,Gujarat,"861, Gujarat",0.0008542492081736091,0.005263157894736842,12,8,1
CIN000246,525,3.0,142187.0,47395.666666666664,3.0,0.0,0.0,3.0,6.0,2521032.0,420172.0,6.0,2.0,2.0,6.0,9.0,2663219.0,233783.83333333334,9.0,2.0,2.0,9.0,3.379369101827525e-06,Company_246,Delhi,"901, West Bengal",0.0004306306821640259,0.0,6,3,1
CIN001547,526,9.0,3060866.0,340096.22222222225,8.0,3.0,3.0,9.0,7.0,2925000.0,417857.14285714284,5.0,2.0,2.0,7.0,16.0,5985866.0,378976.68253968254,13.0,5.0,5.0,16.0,2.1717826626924157e-06,Company_1547,Tamil Nadu,"827, West Bengal",0.0006913762122739594,0.008333333333333333,7,9,1
CIN001653,527,5.0,2831370.0,566274.0,4.0,2.0,2.0,5.0,7.0,2717290.0,388184.28571428574,6.0,2.0,2.0,7.0,12.0,5548660.0,477229.14285714284,10.0,4.0,4.0,12.0,1.802236936485566e-06,Company_1653,Karnataka,"289, Maharashtra",0.0005177309851055444,0.0,7,5,1
CIN000265,528,4.0,822324.0,205581.0,3.0,1.0,1.0,4.0,5.0,2003354.0,400670.8,4.0,1.0,1.0,5.0,9.0,2825678.0,303125.9,7.0,2.0,2.0,9.0,2.4772815586206213e-06,Company_265,Karnataka,"919, Maharashtra",0.0006025406347795912,0.0,5,4,1
CIN000336,529,5.0,1132389.0,226477.8,5.0,1.0,1.0,5.0,5.0,4129161.0,825832.2,5.0,3.0,3.0,5.0,10.0,5261550.0,526155.0,10.0,4.0,4.0,10.0,1.9005806273816652e-06,Company_336,Karnataka,"465, Karnataka",0.0004515129465133003,0.0,5,5,1
CIN001973,530,6.0,900423.0,150070.5,5.0,1.0,1.0,6.0,9.0,1670155.0,185572.77777777778,8.0,1.0,1.0,9.0,15.0,2570578.0,167821.63888888888,13.0,2.0,2.0,15.0,5.057228374318928e-06,Company_1973,West Bengal,"603, West Bengal",0.0005970413229937594,0.0,9,6,1
CIN001766,531,7.0,484354.0,69193.42857142857,4.0,0.0,0.0,7.0,7.0,934645.0,133520.7142857143,5.0,1.0,1.0,7.0,14.0,1418999.0,101357.07142857142,9.0,1.0,1.0,14.0,6.342499184284132e-06,Company_1766,Maharashtra,"545, Maharashtra",0.0004379432151956225,0.0,7,7,1
CIN001786,532,5.0,843361.0,168672.2,3.0,1.0,1.0,5.0,9.0,2845980.0,316220.0,9.0,2.0,2.0,8.0,14.0,3689341.0,242446.1,12.0,3.0,3.0,13.0,3.2526134071098335e-06,Company_1786,Gujarat,"568, Maharashtra",0.0006871916478692014,0.0,8,5,1
CIN001515,533,10.0,2924901.0,292490.1,10.0,2.0,2.0,10.0,10.0,3030525.0,303052.5,6.0,2.0,2.0,10.0,20.0,5955426.0,297771.3,16.0,4.0,4.0,20.0,2.6866256083108077e-06,Company_1515,Karnataka,"768, Karnataka",0.0009447251021406217,0.005263157894736842,10,10,1
