company_id,name,GSTIN,PAN,registration_date,address,city,state,industry,avg_monthly_turnover,total_invoices_sent,total_invoices_received,total_amount_sent,total_amount_received,unique_buyers,unique_sellers,avg_invoice_amount_sent,avg_invoice_amount_received,days_since_registration,invoices_per_month,amount_variance,circular_trading_score,self_invoicing_count,late_filing_count,gst_compliance_rate,turnover_vs_industry_avg,buyer_concentration,seller_concentration,weekend_transaction_ratio,round_amount_ratio,is_fraud
D01C0259,Company_0259,Y3ALXF4EIQE6SOV,OIEZJ2217T,2021-01-13,332 Street 40,Pune,Maharashtra,Construction,14350256.46,40,134,5674632.22,9788003.5,9,89,141865.81,73044.8,1030,33.05,1.717,0.2382,5,7,0.887,0.628,0.404,0.97,0.288,0.333,0
D01C0260,Company_0260,0TXYPKEXN8J2PFO,MUPPY5466K,2023-04-15,905 Street 20,Kolkata,West Bengal,Agriculture,29382983.7,417,347,6648331.47,208304.12,39,8,15943.24,600.3,302,45.67,1.509,0.7507,1,13,0.984,1.368,0.674,0.257,0.292,0.321,1
D01C0261,Company_0261,WYMIFVY6RL2W0C3,UYIMM7528I,2020-08-18,819 Street 22,Hyderabad,Telangana,Manufacturing,37526086.01,316,261,4441723.35,2526536.51,64,33,14056.09,9680.22,748,39.35,0.511,0.7051,3,5,0.707,1.151,0.874,0.224,0.287,0.46,0
D01C0262,Company_0262,OYCABCD5TC9PYXM,DGOHX2022L,2021-02-27,199 Street 42,Bangalore,Karnataka,Agriculture,42929860.44,366,435,9722783.92,7933513.07,12,20,26564.98,18237.96,245,48.86,0.927,0.1228,3,3,0.914,1.475,0.291,0.433,0.072,0.439,0
D01C0263,Company_0263,38OMP3SDAXF1VHC,RRZNS3028Q,2022-06-24,575 Street 26,Ahmedabad,Gujarat,Agriculture,37778601.2,159,349,7438098.4,7205694.71,80,78,46780.49,20646.69,994,22.69,1.257,0.2087,6,0,0.795,1.226,0.959,0.235,0.126,0.288,0
D01C0264,Company_0264,YF9SL2WX2QBF9WA,JYICM7676I,2022-12-12,263 Street 29,Ahmedabad,Gujarat,Healthcare,34933056.7,81,54,3581279.98,2497500.58,45,46,44213.33,46250.01,1440,7.91,1.224,0.1972,9,11,0.739,1.874,0.088,0.295,0.267,0.318,1
D01C0265,Company_0265,FDJX7UR7E6XI1GV,CZWYQ1459N,2021-07-25,9 Street 33,Pune,Maharashtra,Retail,43237523.56,13,123,6552633.78,5571179.19,24,46,504048.75,45294.14,1101,21.09,1.909,0.7843,5,18,0.735,0.525,0.355,0.939,0.208,0.066,0
D01C0266,Company_0266,QD7HNWJDKN3T7F3,FHLWR0460T,2023-07-02,979 Street 5,Ahmedabad,Gujarat,Agriculture,16201781.74,161,235,5449033.3,5876578.65,73,56,33844.93,25006.72,1355,39.82,0.781,0.5512,2,15,0.944,1.935,0.375,0.998,0.246,0.289,0
D01C0267,Company_0267,99KD1PXD8O8AKQN,RZVPS7403T,2021-03-12,783 Street 5,Chennai,Tamil Nadu,Retail,33572360.66,278,400,8846359.31,7227773.55,32,48,31821.44,18069.43,210,11.34,1.11,0.508,7,18,0.917,1.75,0.606,0.443,0.145,0.057,0
D01C0268,Company_0268,H9T7S2XEZ0ZRB38,ITSXI0649Z,2021-08-17,890 Street 40,Hyderabad,Telangana,Logistics,22598609.43,379,481,2786787.81,4663553.43,92,69,7353.0,9695.54,252,9.69,0.857,0.7426,7,17,0.998,1.862,0.469,0.584,0.026,0.18,0
D01C0269,Company_0269,CBP0Q35VWXNH6J3,PXNEB1991M,2023-08-18,533 Street 18,Ahmedabad,Gujarat,Construction,19166927.33,215,450,1125271.48,4078242.29,10,79,5233.82,9062.76,829,32.61,1.268,0.8775,6,1,0.785,0.945,0.863,0.989,0.275,0.442,0
D01C0270,Company_0270,S0254L45XH92NK3,UPIXQ8021K,2022-03-24,683 Street 19,Hyderabad,Telangana,Finance,20599486.36,256,315,1953156.91,3114694.23,5,52,7629.52,9887.92,733,47.4,0.983,0.07,5,5,0.842,0.979,0.593,0.743,0.282,0.06,0
D01C0271,Company_0271,XN69Y3VK2Z5M7Z1,JTWNW5981N,2022-03-16,732 Street 47,Kolkata,West Bengal,Healthcare,20133831.22,17,57,3901110.01,2421173.64,87,88,229477.06,42476.73,985,21.05,1.915,0.3763,9,18,0.86,1.778,0.229,0.71,0.014,0.26,1
D01C0272,Company_0272,4Q468VCIHFNV9C8,YTPIF4553G,2022-07-18,950 Street 42,Kolkata,West Bengal,Finance,15937458.9,499,338,8547894.96,970408.41,49,34,17130.05,2871.03,337,35.15,1.446,0.3418,5,14,0.831,1.855,0.42,0.013,0.002,0.128,0
D01C0273,Company_0273,T23MZ0L75A4N8C4,UUTKR4324U,2020-02-18,103 Street 49,Mumbai,Maharashtra,Agriculture,31133776.46,318,69,2744906.89,6476539.7,58,81,8631.78,93862.89,804,20.79,1.048,0.8443,7,17,0.795,1.345,0.285,0.99,0.039,0.056,0
D01C0274,Company_0274,SJR4PQ54HSOGHEG,WIWJD6938E,2021-06-18,999 Street 15,Hyderabad,Telangana,Logistics,21569338.81,40,103,6282270.09,6712225.96,59,58,157056.75,65167.24,1459,18.14,1.037,0.7689,5,4,0.946,0.747,0.842,0.483,0.207,0.425,0
D01C0275,Company_0275,PJ0DI8UG3AKEOQ6,UTRFD3819A,2022-03-07,155 Street 8,Kolkata,West Bengal,Manufacturing,48692723.69,420,92,6254340.42,6889067.57,93,6,14891.29,74881.17,531,7.52,0.572,0.5325,4,2,0.959,0.966,0.658,0.177,0.236,0.139,0
D01C0276,Company_0276,R68BD3KQXP5AJCJ,XDUAY4076R,2022-12-27,335 Street 50,Bangalore,Karnataka,Finance,33922264.48,274,346,4110069.0,81299.92,72,94,15000.25,234.97,957,1.98,0.509,0.0895,7,18,0.836,1.361,0.485,0.713,0.233,0.212,1
D01C0277,Company_0277,9BTH0F0S8CS6SP7,DXLHN3155U,2021-11-13,931 Street 22,Bangalore,Karnataka,Manufacturing,10008637.43,113,492,550834.54,4410617.67,34,75,4874.64,8964.67,901,6.86,0.829,0.9251,5,13,0.727,1.929,0.932,0.062,0.2,0.358,0
D01C0278,Company_0278,32OLK9CEW59V4NS,KHCGZ7301U,2021-08-08,548 Street 42,Kolkata,West Bengal,Construction,21392380.37,390,358,7461097.04,1269405.98,26,40,19131.02,3545.83,423,22.77,0.612,0.5579,1,3,0.711,1.868,0.351,0.293,0.21,0.024,1
D01C0279,Company_0279,1GZPBM02Y0NLOPL,ZVMZO7792Y,2022-01-30,939 Street 48,Delhi,Delhi,Logistics,17232977.36,362,252,2992469.07,5289762.89,41,8,8266.49,20991.12,961,36.76,0.667,0.0239,9,4,0.921,0.917,0.768,0.994,0.018,0.249,0
D01C0280,Company_0280,5ZFERWYPUVK2MEF,QKBCZ3219O,2020-08-04,471 Street 30,Ahmedabad,Gujarat,Logistics,39902176.32,94,498,4014659.06,9798409.23,44,8,42709.14,19675.52,793,3.63,0.508,0.6461,1,2,0.876,0.922,0.256,0.138,0.185,0.121,0
D01C0281,Company_0281,XR45I2YU9GPOJW4,CTAFI5303D,2022-04-04,595 Street 28,Delhi,Delhi,Construction,44011914.6,475,432,3803533.7,5017806.26,58,11,8007.44,11615.29,1063,11.86,0.918,0.2737,9,4,0.838,0.502,0.905,0.172,0.021,0.178,1
D01C0282,Company_0282,RCJZQBJTLHND5LQ,RQJGN8521R,2022-08-18,344 Street 1,Pune,Maharashtra,IT Services,45201713.6,83,148,6652846.19,3777767.29,68,11,80154.77,25525.45,965,2.52,0.551,0.4537,8,15,0.778,1.212,0.301,0.69,0.015,0.493,0
D01C0283,Company_0283,SQ7FRFCZM0RBCAU,QLPNF5183E,2022-10-30,656 Street 24,Kolkata,West Bengal,Finance,33169718.64,177,353,909016.2,8147707.92,21,92,5135.68,23081.33,669,41.83,0.915,0.8956,7,12,0.862,1.517,0.579,0.27,0.201,0.048,0
D01C0284,Company_0284,OKKP5630EN3H0D3,MOOSK7647F,2022-01-09,700 Street 3,Hyderabad,Telangana,Finance,13583392.28,322,331,5521404.71,9683604.31,76,40,17147.22,29255.6,820,19.71,1.503,0.204,0,13,0.887,1.648,0.215,0.356,0.1,0.006,0
D01C0285,Company_0285,JJ8D6KKFCNPLA64,POJNW3303Z,2020-02-02,502 Street 23,Chennai,Tamil Nadu,Agriculture,12693098.41,198,119,203447.13,2906877.61,81,65,1027.51,24427.54,665,14.94,0.462,0.1136,5,6,0.772,0.663,0.334,0.513,0.033,0.113,1
D01C0286,Company_0286,WEFRGKH1YH8V2YQ,VFHSY4428D,2023-07-10,63 Street 46,Bangalore,Karnataka,Healthcare,42759407.34,128,105,9831237.89,8039850.4,67,34,76806.55,76570.0,127,39.4,1.963,0.6182,2,12,0.925,0.574,0.06,0.834,0.137,0.131,1
D01C0287,Company_0287,QPC7MBDNZRL6CJ5,ZXVHZ7555Y,2020-05-12,327 Street 46,Bangalore,Karnataka,Agriculture,26432960.85,291,482,6004350.86,9961607.3,77,81,20633.51,20667.24,582,14.67,0.577,0.6755,8,14,0.845,1.351,0.131,0.127,0.067,0.19,0
D01C0288,Company_0288,QQCV04EU36DF6NP,MDZYR9999F,2023-10-07,284 Street 33,Delhi,Delhi,Agriculture,40127838.09,75,453,3871936.57,1162651.19,26,80,51625.82,2566.56,146,14.76,0.275,0.9889,2,1,0.744,0.562,0.866,0.107,0.266,0.109,0
D01C0289,Company_0289,0HFUW7DXEUXPOO3,UZICN5622Q,2020-11-05,296 Street 10,Kolkata,West Bengal,Construction,28667177.01,489,83,1510141.91,5333921.18,78,46,3088.22,64264.11,409,46.82,1.358,0.3216,1,11,0.793,1.769,0.353,0.647,0.021,0.124,0
D01C0290,Company_0290,4Q0PPWVQR5LWF9B,YEDRV3362M,2022-03-18,424 Street 18,Hyderabad,Telangana,Logistics,36683812.01,493,361,6983939.35,8144589.47,23,12,14166.21,22561.19,1307,9.05,0.336,0.9072,9,12,0.873,1.008,0.226,0.328,0.143,0.331,0
D01C0291,Company_0291,2FXALBPWATO5OAI,VBAAV9031A,2023-11-29,390 Street 48,Pune,Maharashtra,Healthcare,25998680.21,126,485,9062793.75,3794127.13,87,46,71926.93,7822.94,887,2.86,0.971,0.5905,7,1,0.746,1.046,0.279,0.697,0.06,0.435,0
D01C0292,Company_0292,5ROLKFUFFFI6HB8,XABFC1092N,2021-10-15,958 Street 47,Delhi,Delhi,IT Services,38567107.13,117,300,3215182.09,4485456.54,59,36,27480.19,14951.52,556,47.85,1.154,0.0768,9,1,0.765,1.318,0.034,0.414,0.2,0.346,0
D01C0293,Company_0293,R82QPAPIN4W714D,NNEBC9766N,2021-04-12,311 Street 24,Delhi,Delhi,Manufacturing,28486013.74,421,316,7676596.84,7521480.47,79,38,18234.2,23802.15,1216,16.0,1.833,0.9306,3,15,0.742,0.999,0.436,0.732,0.201,0.343,1
D01C0294,Company_0294,S313PESU1N65009,XMXSA0614H,2023-11-22,291 Street 17,Chennai,Tamil Nadu,Manufacturing,23338922.94,113,317,2910606.12,1028546.47,78,19,25757.58,3244.63,335,21.29,1.697,0.5425,9,1,0.757,1.447,0.575,0.733,0.189,0.268,0
D01C0295,Company_0295,DMPPYPNBBRLIACG,OXEAK1057T,2020-10-22,744 Street 49,Kolkata,West Bengal,Healthcare,17200176.51,156,239,9574392.16,3637236.73,8,93,61374.31,15218.56,307,40.04,1.005,0.4739,2,17,0.947,1.46,0.31,0.641,0.214,0.473,0
D01C0296,Company_0296,RIQ0CW169GBXT6V,AIMZM5034D,2023-07-09,167 Street 33,Bangalore,Karnataka,Retail,3503646.49,352,220,7038041.76,5658877.24,35,95,19994.44,25722.17,169,18.45,1.773,0.5445,6,9,0.985,0.792,0.233,0.439,0.072,0.389,0
D01C0297,Company_0297,3AQHGC8O213K1Q7,XXPXH3667F,2023-06-02,416 Street 41,Bangalore,Karnataka,Agriculture,18958416.55,139,476,6268905.15,2423926.68,83,72,45100.04,5092.28,1208,6.14,1.646,0.5273,3,1,0.885,1.848,0.653,0.327,0.275,0.499,0
D01C0298,Company_0298,Y68MMA3WFW779MJ,LYAYU9541P,2022-02-14,741 Street 14,Hyderabad,Telangana,Retail,4073341.28,172,189,9310810.59,8407540.03,74,15,54132.62,44484.34,729,39.66,0.47,0.6615,1,1,0.711,1.227,0.368,0.446,0.196,0.307,0
D01C0299,Company_0299,AFJWA7X4KS6DCFH,MFNEA1043B,2020-01-16,510 Street 3,Bangalore,Karnataka,Agriculture,49142573.98,396,485,2726971.75,7670217.37,21,81,6886.29,15814.88,1434,7.35,1.378,0.6444,2,18,0.942,1.991,0.779,0.229,0.193,0.098,1
D01C0300,Company_0300,GBFPLQSZU886SIQ,YGBRV3105Y,2021-01-22,830 Street 44,Hyderabad,Telangana,Logistics,9162481.28,155,162,9239976.68,9657148.67,37,54,59612.75,59612.03,436,10.7,1.467,0.1729,1,12,0.86,1.548,0.567,0.197,0.097,0.385,0
D01C0301,Company_0301,RS7Y7FXJAANGLBB,OOHLS0777A,2023-05-12,587 Street 32,Bangalore,Karnataka,Finance,40611749.02,479,193,6796925.19,5253731.35,53,24,14189.82,27221.41,1260,7.85,1.34,0.5075,8,16,0.893,1.548,0.843,0.517,0.249,0.234,1
D01C0302,Company_0302,I0RZ6RVHM02FGQQ,RLLIM7035K,2020-01-17,178 Street 31,Delhi,Delhi,Retail,43760586.08,277,334,7725056.95,1109920.35,22,25,27888.29,3323.11,747,11.86,0.871,0.1782,2,16,0.834,0.821,0.246,0.458,0.084,0.351,0
D01C0303,Company_0303,W5IDDLNE3MIK5W3,JORSG3335T,2021-12-03,761 Street 26,Mumbai,Maharashtra,Logistics,34451821.29,487,459,5737771.6,9369339.38,28,59,11781.87,20412.5,620,12.53,0.183,0.4657,5,3,0.877,0.644,0.154,0.63,0.231,0.097,0
D01C0304,Company_0304,EGOQEHCCFIKV9UR,SMQIE3530K,2020-01-15,846 Street 13,Ahmedabad,Gujarat,Finance,28517771.2,63,263,8347351.54,8350648.1,80,78,132497.64,31751.51,493,36.59,0.82,0.0956,3,13,0.785,1.204,0.926,0.503,0.16,0.382,0
D01C0305,Company_0305,NDXQXOHMFJ8HV7O,TZHWL9917C,2022-03-07,749 Street 35,Pune,Maharashtra,Manufacturing,8132474.7,325,47,6997903.9,5466960.7,98,75,21532.01,116318.31,1089,5.67,0.163,0.9089,1,4,0.984,1.996,0.162,0.75,0.272,0.497,0
D01C0306,Company_0306,LDE7QLBZER124JF,ZDMPT7749B,2021-03-19,351 Street 15,Mumbai,Maharashtra,IT Services,23397313.14,220,67,1508756.58,8371207.66,96,43,6857.98,124943.4,574,33.74,0.564,0.843,8,19,0.729,0.701,0.718,0.569,0.296,0.137,0
D01C0307,Company_0307,ELMHEOPE3DNNOWS,BLNVP4444J,2021-01-29,773 Street 12,Chennai,Tamil Nadu,Logistics,17324085.35,21,235,6143988.23,8822824.65,69,40,292570.87,37543.93,496,45.64,1.701,0.2047,7,10,0.995,0.812,0.423,0.529,0.072,0.191,0
D01C0308,Company_0308,V0D8S1HR1LU5TSZ,FZQEG3129G,2020-06-15,270 Street 2,Delhi,Delhi,Logistics,11329493.89,373,97,2829237.34,7772007.32,93,55,7585.09,80123.79,977,31.87,1.002,0.222,8,12,0.959,1.44,0.666,0.79,0.177,0.392,0
D01C0309,Company_0309,7J90OGJOZOBC7C6,HXMJC8633P,2020-03-16,582 Street 4,Kolkata,West Bengal,Agriculture,29666342.25,477,251,9162993.29,5733977.07,68,57,19209.63,22844.53,1409,17.51,0.472,0.5648,0,8,0.826,1.257,0.282,0.963,0.081,0.406,0
D01C0310,Company_0310,6VX44Z17IO1YO9B,TLGOF4517B,2023-06-27,744 Street 43,Bangalore,Karnataka,Logistics,15682264.9,397,54,2022411.29,6172222.28,75,46,5094.23,114300.41,1190,42.13,1.874,0.0413,9,5,0.747,1.062,0.672,0.427,0.219,0.398,0
D01C0311,Company_0311,GFM791P7LTZMZ6M,JIOFH2974Y,2023-07-01,131 Street 45,Kolkata,West Bengal,Logistics,45823647.12,349,195,2892879.13,8451687.29,64,97,8289.05,43341.99,1289,45.03,0.434,0.9792,3,6,0.704,1.311,0.593,0.921,0.186,0.002,0
D01C0312,Company_0312,1C6QM8DS8NJQXJ7,HMIOJ2065D,2021-09-25,141 Street 50,Pune,Maharashtra,IT Services,45490812.7,10,391,524164.31,6241055.53,32,17,52416.43,15961.78,1313,25.18,1.449,0.3444,2,2,0.992,1.286,0.534,0.622,0.073,0.117,0
D01C0313,Company_0313,62SPIMQLSA312DJ,ROIAN7880P,2022-02-10,965 Street 33,Chennai,Tamil Nadu,Finance,12930202.86,231,435,4503412.48,2104475.59,59,88,19495.29,4837.87,1042,28.61,0.579,0.2962,2,6,0.799,1.723,0.534,0.21,0.225,0.243,1
D01C0314,Company_0314,IU8M4BYNMX47OSQ,GLUSF0770Z,2020-11-18,742 Street 25,Bangalore,Karnataka,Agriculture,5633475.91,351,426,5597998.76,6930309.81,40,63,15948.71,16268.33,830,29.45,0.339,0.9279,0,10,0.875,0.941,0.968,0.449,0.051,0.093,0
D01C0315,Company_0315,BU07HU2HKPY4KV8,EOBGT5007P,2023-03-14,127 Street 41,Hyderabad,Telangana,Manufacturing,9728840.33,445,293,5756932.77,5343536.81,34,33,12936.93,18237.33,1044,7.51,0.905,0.2445,1,7,0.752,1.604,0.258,0.775,0.3,0.066,0
D01C0316,Company_0316,83OZRSM91TBL4D5,DCLUR6970O,2022-07-27,746 Street 10,Bangalore,Karnataka,Construction,25029250.12,101,256,9058504.93,2669308.24,33,75,89688.17,10426.99,386,19.28,0.683,0.4052,0,0,0.78,0.817,0.387,0.646,0.217,0.483,0
D01C0317,Company_0317,PDQ2BRYPKVTE64T,MOTAF3805K,2022-01-20,549 Street 3,Kolkata,West Bengal,Finance,36456424.83,426,65,3506768.63,57826.09,37,47,8231.85,889.63,423,40.77,1.157,0.1838,9,8,0.929,1.575,0.536,0.891,0.187,0.137,0
D01C0318,Company_0318,7WB7XFA1NEYT3VQ,VEAQA6046D,2022-04-04,662 Street 41,Mumbai,Maharashtra,Logistics,10488902.48,264,73,4502907.38,2393202.72,58,29,17056.47,32783.6,503,26.46,0.111,0.086,7,13,0.787,1.483,0.221,0.317,0.141,0.084,0
D01C0319,Company_0319,L98C91J2XW5K3UN,TXGUS9183L,2023-07-21,935 Street 38,Ahmedabad,Gujarat,Healthcare,12476874.56,480,218,8519814.74,6751988.64,82,9,17749.61,30972.42,1295,47.04,0.864,0.9133,6,3,0.872,1.537,0.539,0.945,0.257,0.059,0
D01C0320,Company_0320,8CV4C4STL1FRNTH,KPODX3654J,2021-01-02,583 Street 37,Ahmedabad,Gujarat,Finance,42598426.56,94,485,5789451.57,8789285.99,85,95,61589.91,18122.24,1125,31.18,0.716,0.2773,8,2,0.966,0.527,0.57,0.813,0.226,0.42,0
D01C0321,Company_0321,TAWVFLP49V2N689,KCBXP9662Q,2022-05-20,530 Street 45,Bangalore,Karnataka,Logistics,20850851.04,237,470,6557229.7,8315490.56,81,29,27667.64,17692.53,827,39.19,0.497,0.7783,4,14,0.787,1.64,0.378,0.619,0.027,0.008,0
D01C0322,Company_0322,WDHIVMP1DBIXI7T,YICJD7099D,2021-05-26,393 Street 10,Hyderabad,Telangana,Logistics,30872584.85,475,66,2819675.34,1125668.49,88,90,5936.16,17055.58,693,13.15,1.553,0.1622,8,17,0.95,0.867,0.811,0.36,0.081,0.036,0
D01C0323,Company_0323,TSCWVZM5P1AU7GA,BFQCS2944B,2022-07-24,773 Street 23,Mumbai,Maharashtra,Agriculture,11759940.35,388,164,4900339.45,757693.55,8,78,12629.74,4620.08,342,28.41,0.51,0.6658,8,4,0.906,0.943,0.795,0.034,0.173,0.441,0
D01C0324,Company_0324,AN3HX2I6VONG43H,EXMJS6437H,2024-01-04,28 Street 30,Ahmedabad,Gujarat,Manufacturing,5188166.25,143,498,6228476.26,7627843.5,93,33,43555.78,15316.95,771,40.72,0.798,0.2744,5,3,0.793,1.697,0.838,0.342,0.065,0.372,0
D01C0325,Company_0325,CFOM71G688RX6G9,XRNLS0912E,2022-05-06,853 Street 47,Hyderabad,Telangana,Finance,25841265.15,149,456,1377270.6,2884092.05,74,92,9243.43,6324.76,499,8.48,0.217,0.7253,1,11,0.947,0.689,0.66,0.015,0.244,0.268,0
D01C0326,Company_0326,KMIZ0IH93J3ZP70,ZYEBJ3845F,2020-06-03,943 Street 40,Pune,Maharashtra,Manufacturing,23909335.25,79,63,377441.73,2754440.37,62,61,4777.74,43721.28,170,27.47,1.618,0.0572,9,1,0.883,0.774,0.363,0.718,0.124,0.271,0
D01C0327,Company_0327,K6M2ROHSTLITPT1,PUUMG9973R,2023-04-16,987 Street 4,Pune,Maharashtra,Finance,7718315.04,275,486,1178439.46,69902.99,93,19,4285.23,143.83,858,30.9,1.73,0.6621,1,12,0.835,1.276,0.872,0.961,0.176,0.488,0
D01C0328,Company_0328,7SVDHOTHS0Z4V1X,QOAJV9826Q,2020-05-27,869 Street 36,Kolkata,West Bengal,IT Services,31128130.96,184,416,4800737.71,1030463.16,85,14,26090.97,2477.07,1320,10.17,1.96,0.0561,4,16,0.735,1.624,0.979,0.299,0.069,0.262,0
D01C0329,Company_0329,DWYK2N45P2IG4DY,GLIHY7716F,2023-06-26,514 Street 28,Delhi,Delhi,Manufacturing,27246104.93,340,250,289066.01,1399190.62,52,24,850.19,5596.76,793,32.21,1.906,0.6575,6,13,0.858,1.548,0.786,0.997,0.201,0.393,0
D01C0330,Company_0330,0RJBOOQHKIFM55T,UXPYU1777T,2020-11-19,278 Street 35,Pune,Maharashtra,Agriculture,32741453.61,231,176,6280778.84,1635634.05,23,69,27189.52,9293.38,774,4.31,1.025,0.3497,9,16,0.914,0.859,0.128,0.126,0.023,0.358,0
D01C0331,Company_0331,YVUQYNLIO0B22YX,WPITJ3762P,2020-09-26,941 Street 46,Bangalore,Karnataka,IT Services,7312822.45,170,414,1020947.05,4480870.35,39,77,6005.57,10823.36,1454,39.2,0.663,0.7358,6,3,0.72,1.146,0.54,0.845,0.017,0.276,0
D01C0332,Company_0332,EMFSQO9P5LHNOSD,YDWZE9360X,2022-02-08,766 Street 35,Mumbai,Maharashtra,Retail,37601238.08,432,196,2547067.3,8150651.36,74,5,5895.99,41584.96,1019,16.97,1.419,0.4179,9,16,0.752,1.346,0.57,0.035,0.288,0.027,0
D01C0333,Company_0333,W8E3NE180243QRC,NKNLY9009T,2022-03-17,305 Street 3,Hyderabad,Telangana,Healthcare,11180252.08,52,53,4293604.81,8132366.25,81,97,82569.32,153440.87,1133,24.66,1.477,0.5554,0,14,0.727,1.412,0.434,0.968,0.066,0.187,0
D01C0334,Company_0334,1688Q1N4GCHKGR0,GNGIO3019F,2020-05-30,16 Street 8,Bangalore,Karnataka,Construction,26015656.04,329,115,1202476.13,9104396.74,89,99,3654.94,79168.67,109,19.73,1.75,0.1897,1,5,0.831,0.939,0.16,0.242,0.235,0.14,0
D01C0335,Company_0335,S6FALYGAK6KGKS2,HLTSR5894R,2020-11-04,282 Street 42,Pune,Maharashtra,Construction,39286271.81,161,29,2741992.34,4463740.78,37,42,17031.01,153922.1,603,17.02,0.492,0.2777,4,1,0.759,0.601,0.882,0.268,0.261,0.416,0
D01C0336,Company_0336,Y5QHGBVLMNBOFF6,WIARD2733P,2021-04-09,970 Street 45,Ahmedabad,Gujarat,Finance,1214288.36,434,376,259742.74,7101669.55,31,46,598.49,18887.42,1462,49.4,0.858,0.4861,8,16,0.703,1.503,0.172,0.628,0.255,0.047,0
D01C0337,Company_0337,GYQM8S7HTI2CI8T,EYIPI2957Y,2023-06-29,105 Street 15,Ahmedabad,Gujarat,Healthcare,16285686.74,73,495,9851203.26,4908924.48,5,34,134947.99,9917.02,1165,44.07,1.599,0.0465,1,10,0.93,0.972,0.432,0.355,0.095,0.008,0
D01C0338,Company_0338,QM99RREPGUN5Y2Z,PEEPT4255T,2023-04-11,153 Street 50,Kolkata,West Bengal,Finance,43658826.58,73,439,6135157.4,545933.45,79,60,84043.25,1243.58,827,15.81,0.523,0.8489,2,1,0.926,0.578,0.604,0.142,0.29,0.462,0
D01C0339,Company_0339,IRMQC487FBR4VXB,LBQIJ1844O,2020-10-16,527 Street 25,Mumbai,Maharashtra,Retail,42251009.42,169,85,3814620.7,850292.77,24,54,22571.72,10003.44,1321,8.87,1.016,0.4386,8,2,0.994,0.934,0.56,0.524,0.161,0.059,0
D01C0340,Company_0340,B7RQQPODKIDPX61,YZJKO4205D,2023-04-15,682 Street 50,Chennai,Tamil Nadu,Logistics,26968185.57,284,303,313957.09,2497126.24,49,23,1105.48,8241.34,197,26.94,1.584,0.1903,7,10,0.99,0.687,0.264,0.244,0.146,0.014,1
D01C0341,Company_0341,2LWELLV9BHQ04IA,OENNI1218H,2020-02-24,861 Street 20,Pune,Maharashtra,Finance,43343752.88,178,478,3928895.55,9817136.2,33,20,22072.45,20537.94,325,7.76,1.249,0.1496,2,6,0.881,1.624,0.206,0.778,0.297,0.437,0
D01C0342,Company_0342,7DPJFZSNM65B4FI,KKVPV6458H,2020-06-27,199 Street 50,Kolkata,West Bengal,IT Services,47495318.97,271,172,4552958.33,6934576.43,8,62,16800.58,40317.3,539,32.84,0.478,0.1262,2,10,0.718,0.591,0.955,0.144,0.249,0.116,0
D01C0343,Company_0343,RWTD91W99VPX0BZ,YPUPR1420L,2023-03-11,104 Street 35,Kolkata,West Bengal,Agriculture,41337709.18,122,481,9313481.78,2716675.44,57,64,76340.01,5647.97,997,12.41,1.035,0.4822,8,4,0.983,1.45,0.844,0.533,0.002,0.316,0
D01C0344,Company_0344,RVEBTK38U7JMLNB,ISBAP4545J,2023-02-07,881 Street 9,Chennai,Tamil Nadu,Retail,42720360.65,486,137,2821116.51,7077319.28,97,93,5804.77,51659.26,855,5.73,1.963,0.9944,8,7,0.954,0.651,0.433,0.864,0.153,0.429,0
D01C0345,Company_0345,PR9NJ81CJK1K7Z5,FYROI1519D,2023-09-09,534 Street 33,Delhi,Delhi,Finance,5027295.75,473,68,6167079.82,6630394.04,62,90,13038.22,97505.79,931,2.08,0.465,0.8356,5,8,0.832,0.749,0.992,0.062,0.129,0.162,0
D01C0346,Company_0346,4YT6HUSKTIXFZW8,AHYGN2576H,2023-01-12,999 Street 1,Hyderabad,Telangana,IT Services,32600086.18,114,139,6668425.13,480737.1,13,45,58494.96,3458.54,1237,43.09,0.561,0.8799,8,18,0.864,1.875,0.392,0.148,0.157,0.21,0
D01C0347,Company_0347,WZV2Y851BC26G4A,MFASP3884R,2022-09-29,640 Street 14,Chennai,Tamil Nadu,Healthcare,35205497.71,348,306,1900311.65,3646801.47,66,93,5460.67,11917.65,1493,7.99,0.889,0.5133,0,7,0.818,1.945,0.645,0.886,0.059,0.14,0
D01C0348,Company_0348,PI6EN4V4SDLWQ9U,SHTFA7489J,2023-12-09,254 Street 26,Hyderabad,Telangana,Finance,30551016.55,468,479,5082345.32,7748593.43,15,77,10859.71,16176.6,691,20.74,1.611,0.0131,1,12,0.793,1.816,0.746,0.324,0.229,0.255,0
D01C0349,Company_0349,PVNMKO8N4OP7YLF,OVQOV5316X,2021-12-09,614 Street 13,Ahmedabad,Gujarat,Finance,40000801.56,178,431,7875682.59,831303.0,24,87,44245.41,1928.78,330,5.58,1.734,0.7892,5,17,0.799,1.983,0.352,0.089,0.124,0.041,0
D01C0350,Company_0350,6L15NNC1EXBF0JB,WHBTA5911F,2021-11-22,819 Street 10,Hyderabad,Telangana,Construction,1825103.87,163,196,1010961.39,8849621.96,32,37,6202.22,45151.13,1358,6.78,1.561,0.9144,6,17,0.729,1.176,0.024,0.72,0.058,0.259,0
